Position,Points,Rider,Team,Time/Gap,Grand Prix,Year,Event,Rider_normalized
8.0,8,1N. Hayden1N. HaydenRepsol Honda Team,Repsol Honda Team,+30.333,Event tha,2007.0,tha,Haydenrepsol
9.0,7,14R. Puniet14R. PunietKawasaki Racing Team,Kawasaki Racing Team,+30.895,Event tha,2007.0,tha,Punietkawasaki
10.0,6,24T. Elias24T. EliasHonda Gresini,Honda Gresini,+31.030,Event tha,2007.0,tha,Eliashonda
11.0,5,50S. Guintoli50S. GuintoliDunlop Yamaha Tech 3,Dunlop Yamaha Tech 3,+38.763,Event tha,2007.0,tha,Guintolidunlop
12.0,4,7C. Checa7C. ChecaHonda LCR,Honda LCR,+42.506,Event tha,2007.0,tha,Checahonda
13.0,3,5C. Edwards5C. EdwardsFiat Yamaha Team,Fiat Yamaha Team,+46.572,Event tha,2007.0,tha,Edwardsfiat
14.0,2,56S. Nakano56S. NakanoKonica Minolta Honda,Konica Minolta Honda,+50.220,Event tha,2007.0,tha,Nakanokonica
15.0,1,6M. Tamada6M. TamadaDunlop Yamaha Tech 3,Dunlop Yamaha Tech 3,+56.879,Event tha,2007.0,tha,Tamadadunlop
16.0,ND,13A. West13A. WestKawasaki Racing Team,Kawasaki Racing Team,+75.369,Event tha,2007.0,tha,Westkawasaki
,ND,46V. Rossi46V. RossiFiat Yamaha Team,Fiat Yamaha Team,19 Laps,Event tha,2007.0,tha,Rossi
,ND,80K. Roberts80K. RobertsTeam Roberts,Team Roberts,10 Laps,Event tha,2007.0,tha,Robertsteam
,,,,,,2008.0,aut,
1.0,25,C. StonerC. Stoner,,46:46.114,Event aut,2008.0,aut,Stoner
2.0,20,D. PedrosaD. Pedrosa,,+3.390,Event aut,2008.0,aut,Pedrosa
3.0,16,V. RossiV. Rossi,,+12.194,Event aut,2008.0,aut,Rossi
4.0,13,A. DoviziosoA. Dovizioso,,+24.159,Event aut,2008.0,aut,Dovizioso
5.0,11,N. HaydenN. Hayden,,+26.232,Event aut,2008.0,aut,Haydenn
6.0,10,C. EdwardsC. Edwards,,+32.209,Event aut,2008.0,aut,Edwardsc
7.0,9,S. NakanoS. Nakano,,+34.571,Event aut,2008.0,aut,Nakanos
8.0,8,J. LorenzoJ. Lorenzo,,+35.661,Event aut,2008.0,aut,Lorenzo
9.0,7,L. CapirossiL. Capirossi,,+38.228,Event aut,2008.0,aut,Capirossil
10.0,6,A. AngelisA. Angelis,,+47.583,Event aut,2008.0,aut,Angelisa
11.0,5,J. ToselandJ. Toseland,,+52.107,Event aut,2008.0,aut,Toselandj
12.0,4,S. GuintoliS. Guintoli,,+52.350,Event aut,2008.0,aut,Guintolis
13.0,3,C. VermeulenC. Vermeulen,,+52.833,Event aut,2008.0,aut,Vermeulenc
14.0,2,J. HopkinsJ. Hopkins,,+53.227,Event aut,2008.0,aut,Hopkinsj
15.0,1,R. PunietR. Puniet,,+53.411,Event aut,2008.0,aut,Punietr
16.0,ND,M. MelandriM. Melandri,,+68.387,Event aut,2008.0,aut,Melandrim
17.0,ND,A. WestA. West,,+71.181,Event aut,2008.0,aut,Westa
18.0,ND,T. EliasT. Elias,,+97.055,Event aut,2008.0,aut,Eliast
,,,,,,2008.0,cze,
1.0,25,46V. Rossi46V. RossiFiat Yamaha Team,Fiat Yamaha Team,43:28.841,Event cze,2008.0,cze,Rossi
2.0,20,24T. Elias24T. EliasAlice Team,Alice Team,+15.004,Event cze,2008.0,cze,Eliasalice
3.0,16,65L. Capirossi65L. CapirossiRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+21.689,Event cze,2008.0,cze,Capirossirizla
4.0,13,56S. Nakano56S. NakanoSan Carlo Honda Gresini,San Carlo Honda Gresini,+25.859,Event cze,2008.0,cze,Nakanosan
5.0,11,13A. West13A. WestKawasaki Racing Team,Kawasaki Racing Team,+29.465,Event cze,2008.0,cze,Westkawasaki
6.0,10,7C. Vermeulen7C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+30.608,Event cze,2008.0,cze,Vermeulenrizla
7.0,9,33M. Melandri33M. MelandriDucati Marlboro Team,Ducati Marlboro Team,+36.453,Event cze,2008.0,cze,Melandriducati
8.0,8,15A. Angelis15A. AngelisSan Carlo Honda Gresini,San Carlo Honda Gresini,+36.750,Event cze,2008.0,cze,Angelissan
9.0,7,4A. Dovizioso4A. DoviziosoJiR Team Scot MotoGP,JiR Team Scot MotoGP,+38.822,Event cze,2008.0,cze,Dovizioso
10.0,6,48J. Lorenzo48J. LorenzoFiat Yamaha Team,Fiat Yamaha Team,+39.573,Event cze,2008.0,cze,Lorenzo
11.0,5,21J. Hopkins21J. HopkinsKawasaki Racing Team,Kawasaki Racing Team,+39.610,Event cze,2008.0,cze,Hopkinskawasaki
12.0,4,50S. Guintoli50S. GuintoliAlice Team,Alice Team,+40.892,Event cze,2008.0,cze,Guintolialice
13.0,3,52J. Toseland52J. ToselandTech 3 Yamaha,Tech 3 Yamaha,+71.490,Event cze,2008.0,cze,Toselandtech
14.0,2,5C. Edwards5C. EdwardsTech 3 Yamaha,Tech 3 Yamaha,+81.133,Event cze,2008.0,cze,Edwardstech
15.0,1,2D. Pedrosa2D. PedrosaRepsol Honda Team,Repsol Honda Team,+97.038,Event cze,2008.0,cze,Pedrosa
16.0,ND,14R. Puniet14R. PunietLCR Honda MotoGP,LCR Honda MotoGP,+98.407,Event cze,2008.0,cze,Punietlcr
,ND,1C. Stoner1C. StonerDucati Marlboro Team,Ducati Marlboro Team,6 Laps,Event cze,2008.0,cze,Stoner
,,,,,,2008.0,ned,
1.0,25,1C. Stoner1C. StonerDucati Marlboro Team,Ducati Marlboro Team,42:12.337,Event ned,2008.0,ned,Stoner
2.0,20,2D. Pedrosa2D. PedrosaRepsol Honda Team,Repsol Honda Team,+11.310,Event ned,2008.0,ned,Pedrosa
3.0,16,5C. Edwards5C. EdwardsTech 3 Yamaha,Tech 3 Yamaha,+17.125,Event ned,2008.0,ned,Edwardstech
4.0,13,69N. Hayden69N. HaydenRepsol Honda Team,Repsol Honda Team,+20.477,Event ned,2008.0,ned,Haydenrepsol
5.0,11,4A. Dovizioso4A. DoviziosoJiR Team Scot MotoGP,JiR Team Scot MotoGP,+27.346,Event ned,2008.0,ned,Dovizioso
6.0,10,48J. Lorenzo48J. LorenzoFiat Yamaha Team,Fiat Yamaha Team,+28.608,Event ned,2008.0,ned,Lorenzo
7.0,9,7C. Vermeulen7C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+32.330,Event ned,2008.0,ned,Vermeulenrizla
8.0,8,56S. Nakano56S. NakanoSan Carlo Honda Gresini,San Carlo Honda Gresini,+34.892,Event ned,2008.0,ned,Nakanosan
9.0,7,52J. Toseland52J. ToselandTech 3 Yamaha,Tech 3 Yamaha,+38.566,Event ned,2008.0,ned,Toselandtech
10.0,6,50S. Guintoli50S. GuintoliAlice Team,Alice Team,+38.817,Event ned,2008.0,ned,Guintolialice
11.0,5,46V. Rossi46V. RossiFiat Yamaha Team,Fiat Yamaha Team,+46.025,Event ned,2008.0,ned,Rossi
12.0,4,24T. Elias24T. EliasAlice Team,Alice Team,+48.213,Event ned,2008.0,ned,Eliasalice
13.0,3,33M. Melandri33M. MelandriDucati Marlboro Team,Ducati Marlboro Team,+59.594,Event ned,2008.0,ned,Melandriducati
,ND,13A. West13A. WestKawasaki Racing Team,Kawasaki Racing Team,7 Laps,Event ned,2008.0,ned,Westkawasaki
,ND,15A. Angelis15A. AngelisSan Carlo Honda Gresini,San Carlo Honda Gresini,,Event ned,2008.0,ned,Angelissan
,ND,14R. Puniet14R. PunietLCR Honda MotoGP,LCR Honda MotoGP,,Event ned,2008.0,ned,Punietlcr
,,,,,,2008.0,ita,
1.0,25,46V. Rossi46V. RossiFiat Yamaha Team,Fiat Yamaha Team,42:31.153,Event ita,2008.0,ita,Rossi
2.0,20,1C. Stoner1C. StonerDucati Marlboro Team,Ducati Marlboro Team,+2.201,Event ita,2008.0,ita,Stoner
3.0,16,2D. Pedrosa2D. PedrosaRepsol Honda Team,Repsol Honda Team,+4.867,Event ita,2008.0,ita,Pedrosa
4.0,13,15A. Angelis15A. AngelisSan Carlo Honda Gresini,San Carlo Honda Gresini,+6.313,Event ita,2008.0,ita,Angelissan
5.0,11,5C. Edwards5C. EdwardsTech 3 Yamaha,Tech 3 Yamaha,+12.530,Event ita,2008.0,ita,Edwardstech
6.0,10,52J. Toseland52J. ToselandTech 3 Yamaha,Tech 3 Yamaha,+13.806,Event ita,2008.0,ita,Toselandtech
7.0,9,65L. Capirossi65L. CapirossiRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+14.447,Event ita,2008.0,ita,Capirossirizla
8.0,8,4A. Dovizioso4A. DoviziosoJiR Team Scot MotoGP,JiR Team Scot MotoGP,+15.319,Event ita,2008.0,ita,Dovizioso
9.0,7,56S. Nakano56S. NakanoSan Carlo Honda Gresini,San Carlo Honda Gresini,+15.327,Event ita,2008.0,ita,Nakanosan
10.0,6,7C. Vermeulen7C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+30.785,Event ita,2008.0,ita,Vermeulenrizla
11.0,5,50S. Guintoli50S. GuintoliAlice Team,Alice Team,+39.621,Event ita,2008.0,ita,Guintolialice
12.0,4,24T. Elias24T. EliasAlice Team,Alice Team,+50.021,Event ita,2008.0,ita,Eliasalice
13.0,3,69N. Hayden69N. HaydenRepsol Honda Team,Repsol Honda Team,+50.440,Event ita,2008.0,ita,Haydenrepsol
14.0,2,8T. Okada8T. OkadaRepsol Honda Team,Repsol Honda Team,+58.849,Event ita,2008.0,ita,Okadarepsol
15.0,1,13A. West13A. WestKawasaki Racing Team,Kawasaki Racing Team,+60.736,Event ita,2008.0,ita,Westkawasaki
,ND,21J. Hopkins21J. HopkinsKawasaki Racing Team,Kawasaki Racing Team,6 Laps,Event ita,2008.0,ita,Hopkinskawasaki
,ND,48J. Lorenzo48J. LorenzoFiat Yamaha Team,Fiat Yamaha Team,6 Laps,Event ita,2008.0,ita,Lorenzo
,ND,33M. Melandri33M. MelandriDucati Marlboro Team,Ducati Marlboro Team,5 Laps,Event ita,2008.0,ita,Melandriducati
,ND,14R. Puniet14R. PunietLCR Honda MotoGP,LCR Honda MotoGP,5 Laps,Event ita,2008.0,ita,Punietlcr
,,,,,,2008.0,ara,
1.0,25,C. StonerC. Stoner,,46:46.114,Event ara,2008.0,ara,Stoner
2.0,20,D. PedrosaD. Pedrosa,,+3.390,Event ara,2008.0,ara,Pedrosa
3.0,16,V. RossiV. Rossi,,+12.194,Event ara,2008.0,ara,Rossi
4.0,13,A. DoviziosoA. Dovizioso,,+24.159,Event ara,2008.0,ara,Dovizioso
5.0,11,N. HaydenN. Hayden,,+26.232,Event ara,2008.0,ara,Haydenn
6.0,10,C. EdwardsC. Edwards,,+32.209,Event ara,2008.0,ara,Edwardsc
7.0,9,S. NakanoS. Nakano,,+34.571,Event ara,2008.0,ara,Nakanos
8.0,8,J. LorenzoJ. Lorenzo,,+35.661,Event ara,2008.0,ara,Lorenzo
9.0,7,L. CapirossiL. Capirossi,,+38.228,Event ara,2008.0,ara,Capirossil
10.0,6,A. AngelisA. Angelis,,+47.583,Event ara,2008.0,ara,Angelisa
11.0,5,J. ToselandJ. Toseland,,+52.107,Event ara,2008.0,ara,Toselandj
12.0,4,S. GuintoliS. Guintoli,,+52.350,Event ara,2008.0,ara,Guintolis
13.0,3,C. VermeulenC. Vermeulen,,+52.833,Event ara,2008.0,ara,Vermeulenc
14.0,2,J. HopkinsJ. Hopkins,,+53.227,Event ara,2008.0,ara,Hopkinsj
15.0,1,R. PunietR. Puniet,,+53.411,Event ara,2008.0,ara,Punietr
16.0,ND,M. MelandriM. Melandri,,+68.387,Event ara,2008.0,ara,Melandrim
17.0,ND,A. WestA. West,,+71.181,Event ara,2008.0,ara,Westa
18.0,ND,T. EliasT. Elias,,+97.055,Event ara,2008.0,ara,Eliast
,,,,,,2008.0,gbr,
1.0,25,1C. Stoner1C. StonerDucati Marlboro Team,Ducati Marlboro Team,44:44.982,Event gbr,2008.0,gbr,Stoner
2.0,20,46V. Rossi46V. RossiFiat Yamaha Team,Fiat Yamaha Team,+5.789,Event gbr,2008.0,gbr,Rossi
3.0,16,2D. Pedrosa2D. PedrosaRepsol Honda Team,Repsol Honda Team,+8.347,Event gbr,2008.0,gbr,Pedrosa
4.0,13,5C. Edwards5C. EdwardsTech 3 Yamaha,Tech 3 Yamaha,+12.678,Event gbr,2008.0,gbr,Edwardstech
5.0,11,4A. Dovizioso4A. DoviziosoJiR Team Scot MotoGP,JiR Team Scot MotoGP,+14.801,Event gbr,2008.0,gbr,Dovizioso
6.0,10,48J. Lorenzo48J. LorenzoFiat Yamaha Team,Fiat Yamaha Team,+15.690,Event gbr,2008.0,gbr,Lorenzo
7.0,9,69N. Hayden69N. HaydenRepsol Honda Team,Repsol Honda Team,+18.196,Event gbr,2008.0,gbr,Haydenrepsol
8.0,8,7C. Vermeulen7C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+21.666,Event gbr,2008.0,gbr,Vermeulenrizla
9.0,7,56S. Nakano56S. NakanoSan Carlo Honda Gresini,San Carlo Honda Gresini,+29.354,Event gbr,2008.0,gbr,Nakanosan
10.0,6,13A. West13A. WestKawasaki Racing Team,Kawasaki Racing Team,+41.030,Event gbr,2008.0,gbr,Westkawasaki
11.0,5,24T. Elias24T. EliasAlice Team,Alice Team,+44.426,Event gbr,2008.0,gbr,Eliasalice
12.0,4,14R. Puniet14R. PunietLCR Honda MotoGP,LCR Honda MotoGP,+46.199,Event gbr,2008.0,gbr,Punietlcr
13.0,3,50S. Guintoli50S. GuintoliAlice Team,Alice Team,+48.731,Event gbr,2008.0,gbr,Guintolialice
14.0,2,11B. Spies11B. SpiesRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+49.591,Event gbr,2008.0,gbr,Spiesrizla
15.0,1,15A. Angelis15A. AngelisSan Carlo Honda Gresini,San Carlo Honda Gresini,+82.186,Event gbr,2008.0,gbr,Angelissan
16.0,ND,33M. Melandri33M. MelandriDucati Marlboro Team,Ducati Marlboro Team,+90.021,Event gbr,2008.0,gbr,Melandriducati
17.0,ND,52J. Toseland52J. ToselandTech 3 Yamaha,Tech 3 Yamaha,+0.000,Event gbr,2008.0,gbr,Toselandtech
,ND,21J. Hopkins21J. HopkinsKawasaki Racing Team,Kawasaki Racing Team,16 Laps,Event gbr,2008.0,gbr,Hopkinskawasaki
,,,,,,2008.0,esp,
1.0,25,C. StonerC. Stoner,,46:46.114,Event esp,2008.0,esp,Stoner
2.0,20,D. PedrosaD. Pedrosa,,+3.390,Event esp,2008.0,esp,Pedrosa
3.0,16,V. RossiV. Rossi,,+12.194,Event esp,2008.0,esp,Rossi
4.0,13,A. DoviziosoA. Dovizioso,,+24.159,Event esp,2008.0,esp,Dovizioso
5.0,11,N. HaydenN. Hayden,,+26.232,Event esp,2008.0,esp,Haydenn
6.0,10,C. EdwardsC. Edwards,,+32.209,Event esp,2008.0,esp,Edwardsc
7.0,9,S. NakanoS. Nakano,,+34.571,Event esp,2008.0,esp,Nakanos
8.0,8,J. LorenzoJ. Lorenzo,,+35.661,Event esp,2008.0,esp,Lorenzo
9.0,7,L. CapirossiL. Capirossi,,+38.228,Event esp,2008.0,esp,Capirossil
10.0,6,A. AngelisA. Angelis,,+47.583,Event esp,2008.0,esp,Angelisa
11.0,5,J. ToselandJ. Toseland,,+52.107,Event esp,2008.0,esp,Toselandj
12.0,4,S. GuintoliS. Guintoli,,+52.350,Event esp,2008.0,esp,Guintolis
13.0,3,C. VermeulenC. Vermeulen,,+52.833,Event esp,2008.0,esp,Vermeulenc
14.0,2,J. HopkinsJ. Hopkins,,+53.227,Event esp,2008.0,esp,Hopkinsj
15.0,1,R. PunietR. Puniet,,+53.411,Event esp,2008.0,esp,Punietr
16.0,ND,M. MelandriM. Melandri,,+68.387,Event esp,2008.0,esp,Melandrim
17.0,ND,A. WestA. West,,+71.181,Event esp,2008.0,esp,Westa
18.0,ND,T. EliasT. Elias,,+97.055,Event esp,2008.0,esp,Eliast
,,,,,,2008.0,qat,
1.0,25,1C. Stoner1C. StonerDucati Marlboro Team,Ducati Marlboro Team,42:36.587,Event qat,2008.0,qat,Stoner
2.0,20,48J. Lorenzo48J. LorenzoFiat Yamaha Team,Fiat Yamaha Team,+5.323,Event qat,2008.0,qat,Lorenzo
3.0,16,2D. Pedrosa2D. PedrosaRepsol Honda Team,Repsol Honda Team,+10.600,Event qat,2008.0,qat,Pedrosa
4.0,13,4A. Dovizioso4A. DoviziosoJiR Team Scot MotoGP,JiR Team Scot MotoGP,+13.288,Event qat,2008.0,qat,Dovizioso
5.0,11,46V. Rossi46V. RossiFiat Yamaha Team,Fiat Yamaha Team,+13.305,Event qat,2008.0,qat,Rossi
6.0,10,52J. Toseland52J. ToselandTech 3 Yamaha,Tech 3 Yamaha,+14.040,Event qat,2008.0,qat,Toselandtech
7.0,9,5C. Edwards5C. EdwardsTech 3 Yamaha,Tech 3 Yamaha,+15.150,Event qat,2008.0,qat,Edwardstech
8.0,8,65L. Capirossi65L. CapirossiRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+32.505,Event qat,2008.0,qat,Capirossirizla
9.0,7,14R. Puniet14R. PunietLCR Honda MotoGP,LCR Honda MotoGP,+33.003,Event qat,2008.0,qat,Punietlcr
10.0,6,69N. Hayden69N. HaydenRepsol Honda Team,Repsol Honda Team,+38.354,Event qat,2008.0,qat,Haydenrepsol
11.0,5,33M. Melandri33M. MelandriDucati Marlboro Team,Ducati Marlboro Team,+44.284,Event qat,2008.0,qat,Melandriducati
12.0,4,21J. Hopkins21J. HopkinsKawasaki Racing Team,Kawasaki Racing Team,+49.857,Event qat,2008.0,qat,Hopkinskawasaki
13.0,3,56S. Nakano56S. NakanoSan Carlo Honda Gresini,San Carlo Honda Gresini,+49.871,Event qat,2008.0,qat,Nakanosan
14.0,2,24T. Elias24T. EliasAlice Team,Alice Team,+58.532,Event qat,2008.0,qat,Eliasalice
15.0,1,50S. Guintoli50S. GuintoliAlice Team,Alice Team,+58.930,Event qat,2008.0,qat,Guintolialice
16.0,ND,13A. West13A. WestKawasaki Racing Team,Kawasaki Racing Team,+65.643,Event qat,2008.0,qat,Westkawasaki
17.0,ND,7C. Vermeulen7C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+0.000,Event qat,2008.0,qat,Vermeulenrizla
,ND,15A. Angelis15A. AngelisSan Carlo Honda Gresini,San Carlo Honda Gresini,16 Laps,Event qat,2008.0,qat,Angelissan
,,,,,,2008.0,usa,
1.0,25,46V. Rossi46V. RossiFiat Yamaha Team,Fiat Yamaha Team,44:04.311,Event usa,2008.0,usa,Rossi
2.0,20,1C. Stoner1C. StonerDucati Team,Ducati Team,+13.001,Event usa,2008.0,usa,Stoner
3.0,16,7C. Vermeulen7C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+26.609,Event usa,2008.0,usa,Vermeulenrizla
4.0,13,4A. Dovizioso4A. DoviziosoJiR Team Scot MotoGP,JiR Team Scot MotoGP,+34.901,Event usa,2008.0,usa,Dovizioso
5.0,11,69N. Hayden69N. HaydenRepsol Honda Team,Repsol Honda Team,+35.663,Event usa,2008.0,usa,Haydenrepsol
6.0,10,14R. Puniet14R. PunietLCR Honda MotoGP,LCR Honda MotoGP,+37.668,Event usa,2008.0,usa,Punietlcr
7.0,9,24T. Elias24T. EliasAlice Team,Alice Team,+41.629,Event usa,2008.0,usa,Eliasalice
8.0,8,11B. Spies11B. SpiesRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+41.927,Event usa,2008.0,usa,Spiesrizla
9.0,7,52J. Toseland52J. ToselandTech 3 Yamaha,Tech 3 Yamaha,+43.019,Event usa,2008.0,usa,Toselandtech
10.0,6,56S. Nakano56S. NakanoSan Carlo Honda Gresini,San Carlo Honda Gresini,+44.391,Event usa,2008.0,usa,Nakanosan
11.0,5,12J. Hacking12J. HackingKawasaki Racing Team,Kawasaki Racing Team,+46.258,Event usa,2008.0,usa,Hackingkawasaki
12.0,4,50S. Guintoli50S. GuintoliAlice Team,Alice Team,+55.273,Event usa,2008.0,usa,Guintolialice
13.0,3,15A. Angelis15A. AngelisSan Carlo Honda Gresini,San Carlo Honda Gresini,+55.521,Event usa,2008.0,usa,Angelissan
14.0,2,5C. Edwards5C. EdwardsTech 3 Yamaha,Tech 3 Yamaha,+62.380,Event usa,2008.0,usa,Edwardstech
15.0,1,65L. Capirossi65L. CapirossiRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+68.207,Event usa,2008.0,usa,Capirossirizla
16.0,ND,33M. Melandri33M. MelandriDucati Team,Ducati Team,+70.962,Event usa,2008.0,usa,Melandriducati
17.0,ND,13A. West13A. WestKawasaki Racing Team,Kawasaki Racing Team,+0.000,Event usa,2008.0,usa,Westkawasaki
,ND,48J. Lorenzo48J. LorenzoFiat Yamaha Team,Fiat Yamaha Team,,Event usa,2008.0,usa,Lorenzo
,,,,,,2008.0,arg,
1.0,25,C. StonerC. Stoner,,46:46.114,Event arg,2008.0,arg,Stoner
2.0,20,D. PedrosaD. Pedrosa,,+3.390,Event arg,2008.0,arg,Pedrosa
3.0,16,V. RossiV. Rossi,,+12.194,Event arg,2008.0,arg,Rossi
4.0,13,A. DoviziosoA. Dovizioso,,+24.159,Event arg,2008.0,arg,Dovizioso
5.0,11,N. HaydenN. Hayden,,+26.232,Event arg,2008.0,arg,Haydenn
6.0,10,C. EdwardsC. Edwards,,+32.209,Event arg,2008.0,arg,Edwardsc
7.0,9,S. NakanoS. Nakano,,+34.571,Event arg,2008.0,arg,Nakanos
8.0,8,J. LorenzoJ. Lorenzo,,+35.661,Event arg,2008.0,arg,Lorenzo
9.0,7,L. CapirossiL. Capirossi,,+38.228,Event arg,2008.0,arg,Capirossil
10.0,6,A. AngelisA. Angelis,,+47.583,Event arg,2008.0,arg,Angelisa
11.0,5,J. ToselandJ. Toseland,,+52.107,Event arg,2008.0,arg,Toselandj
12.0,4,S. GuintoliS. Guintoli,,+52.350,Event arg,2008.0,arg,Guintolis
13.0,3,C. VermeulenC. Vermeulen,,+52.833,Event arg,2008.0,arg,Vermeulenc
14.0,2,J. HopkinsJ. Hopkins,,+53.227,Event arg,2008.0,arg,Hopkinsj
15.0,1,R. PunietR. Puniet,,+53.411,Event arg,2008.0,arg,Punietr
16.0,ND,M. MelandriM. Melandri,,+68.387,Event arg,2008.0,arg,Melandrim
17.0,ND,A. WestA. West,,+71.181,Event arg,2008.0,arg,Westa
18.0,ND,T. EliasT. Elias,,+97.055,Event arg,2008.0,arg,Eliast
,,,,,,2008.0,tha,
1.0,25,C. StonerC. Stoner,,46:46.114,Event tha,2008.0,tha,Stoner
2.0,20,D. PedrosaD. Pedrosa,,+3.390,Event tha,2008.0,tha,Pedrosa
3.0,16,V. RossiV. Rossi,,+12.194,Event tha,2008.0,tha,Rossi
4.0,13,A. DoviziosoA. Dovizioso,,+24.159,Event tha,2008.0,tha,Dovizioso
5.0,11,N. HaydenN. Hayden,,+26.232,Event tha,2008.0,tha,Haydenn
6.0,10,C. EdwardsC. Edwards,,+32.209,Event tha,2008.0,tha,Edwardsc
7.0,9,S. NakanoS. Nakano,,+34.571,Event tha,2008.0,tha,Nakanos
8.0,8,J. LorenzoJ. Lorenzo,,+35.661,Event tha,2008.0,tha,Lorenzo
9.0,7,L. CapirossiL. Capirossi,,+38.228,Event tha,2008.0,tha,Capirossil
10.0,6,A. AngelisA. Angelis,,+47.583,Event tha,2008.0,tha,Angelisa
11.0,5,J. ToselandJ. Toseland,,+52.107,Event tha,2008.0,tha,Toselandj
12.0,4,S. GuintoliS. Guintoli,,+52.350,Event tha,2008.0,tha,Guintolis
13.0,3,C. VermeulenC. Vermeulen,,+52.833,Event tha,2008.0,tha,Vermeulenc
14.0,2,J. HopkinsJ. Hopkins,,+53.227,Event tha,2008.0,tha,Hopkinsj
15.0,1,R. PunietR. Puniet,,+53.411,Event tha,2008.0,tha,Punietr
16.0,ND,M. MelandriM. Melandri,,+68.387,Event tha,2008.0,tha,Melandrim
17.0,ND,A. WestA. West,,+71.181,Event tha,2008.0,tha,Westa
18.0,ND,T. EliasT. Elias,,+97.055,Event tha,2008.0,tha,Eliast
,,,,,,2009.0,hun,
1.0,25,3D. Pedrosa3D. PedrosaRepsol Honda Team,Repsol Honda Team,46:47.553,Event hun,2009.0,hun,Pedrosa
2.0,20,46V. Rossi46V. RossiFiat Yamaha Team,Fiat Yamaha Team,+2.630,Event hun,2009.0,hun,Rossi
3.0,16,99J. Lorenzo99J. LorenzoFiat Yamaha Team,Fiat Yamaha Team,+2.913,Event hun,2009.0,hun,Lorenzo
4.0,13,5C. Edwards5C. EdwardsMonster Yamaha Tech 3,Monster Yamaha Tech 3,+32.515,Event hun,2009.0,hun,Edwardsmonster
5.0,11,69N. Hayden69N. HaydenDucati Marlboro Team,Ducati Marlboro Team,+34.585,Event hun,2009.0,hun,Haydenducati
6.0,10,24T. Elias24T. EliasSan Carlo Honda Gresini,San Carlo Honda Gresini,+34.888,Event hun,2009.0,hun,Eliassan
7.0,9,11B. Spies11B. SpiesSterilgarda Yamaha Team,Sterilgarda Yamaha Team,+37.706,Event hun,2009.0,hun,Spiessterilgarda
8.0,8,4A. Dovizioso4A. DoviziosoRepsol Honda Team,Repsol Honda Team,+38.364,Event hun,2009.0,hun,Dovizioso
9.0,7,36M. Kallio36M. KallioPramac Racing,Pramac Racing,+42.491,Event hun,2009.0,hun,Kalliopramac
10.0,6,15A. Angelis15A. AngelisSan Carlo Honda Gresini,San Carlo Honda Gresini,+43.689,Event hun,2009.0,hun,Angelissan
11.0,5,14R. Puniet14R. PunietLCR Honda MotoGP,LCR Honda MotoGP,+46.018,Event hun,2009.0,hun,Punietlcr
12.0,4,52J. Toseland52J. ToselandMonster Yamaha Tech 3,Monster Yamaha Tech 3,+50.226,Event hun,2009.0,hun,Toselandmonster
13.0,3,44A. Espargaro44A. EspargaroPramac Racing,Pramac Racing,+57.168,Event hun,2009.0,hun,Espargaro
14.0,2,65L. Capirossi65L. CapirossiRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+66.877,Event hun,2009.0,hun,Capirossirizla
15.0,1,7C. Vermeulen7C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+71.701,Event hun,2009.0,hun,Vermeulenrizla
16.0,ND,41G. Talmacsi41G. TalmacsiScot Racing Team MotoGP,Scot Racing Team MotoGP,+74.405,Event hun,2009.0,hun,Talmacsiscot
17.0,ND,33M. Melandri33M. MelandriHayate Racing Team,Hayate Racing Team,+93.425,Event hun,2009.0,hun,Melandrihayate
,ND,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,,Event hun,2009.0,hun,Stoner
,,,,,,2009.0,aut,
1.0,25,3D. Pedrosa3D. PedrosaRepsol Honda Team,Repsol Honda Team,46:47.553,Event aut,2009.0,aut,Pedrosa
2.0,20,46V. Rossi46V. RossiFiat Yamaha Team,Fiat Yamaha Team,+2.630,Event aut,2009.0,aut,Rossi
3.0,16,99J. Lorenzo99J. LorenzoFiat Yamaha Team,Fiat Yamaha Team,+2.913,Event aut,2009.0,aut,Lorenzo
4.0,13,5C. Edwards5C. EdwardsMonster Yamaha Tech 3,Monster Yamaha Tech 3,+32.515,Event aut,2009.0,aut,Edwardsmonster
5.0,11,69N. Hayden69N. HaydenDucati Marlboro Team,Ducati Marlboro Team,+34.585,Event aut,2009.0,aut,Haydenducati
6.0,10,24T. Elias24T. EliasSan Carlo Honda Gresini,San Carlo Honda Gresini,+34.888,Event aut,2009.0,aut,Eliassan
