Position,Points,Rider,Team,Time/Gap,Grand Prix,Year,Event,Rider_normalized
8.0,8,30T. Nakagami30T. NakagamiLCR Honda IDEMITSU,LCR Honda IDEMITSU,+12.862,Event cze,2020.0,cze,Nakagami
9.0,7,43J. Miller43J. MillerPramac Racing,Pramac Racing,+15.013,Event cze,2020.0,cze,Miller
10.0,6,41A. Espargaro41A. EspargaroAprilia Racing Team Gresini,Aprilia Racing Team Gresini,+15.087,Event cze,2020.0,cze,Espargaro
11.0,5,4A. Dovizioso4A. DoviziosoDucati Team,Ducati Team,+16.455,Event cze,2020.0,cze,Dovizioso
12.0,4,9D. Petrucci9D. PetrucciDucati Team,Ducati Team,+18.506,Event cze,2020.0,cze,Petrucciducati
13.0,3,35C. Crutchlow35C. CrutchlowLCR Honda CASTROL,LCR Honda CASTROL,+18.736,Event cze,2020.0,cze,Crutchlow
14.0,2,12M. Viñales12M. ViñalesMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+19.720,Event cze,2020.0,cze,Viñales
15.0,1,73A. Marquez73A. MarquezRepsol Honda Team,Repsol Honda Team,+24.597,Event cze,2020.0,cze,Marquez
16.0,ND,53T. Rabat53T. RabatEsponsorama Racing,Esponsorama Racing,+29.004,Event cze,2020.0,cze,Rabatesponsorama
17.0,ND,38B. Smith38B. SmithAprilia Racing Team Gresini,Aprilia Racing Team Gresini,+32.290,Event cze,2020.0,cze,Smith
18.0,ND,6S. Bradl6S. BradlRepsol Honda Team,Repsol Honda Team,+55.977,Event cze,2020.0,cze,Bradl
,ND,44P. Espargaro44P. EspargaroRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,9 Laps,Event cze,2020.0,cze,Espargaro
,ND,27I. Lecuona27I. LecuonaRed Bull KTM Tech 3,Red Bull KTM Tech 3,3 Laps,Event cze,2020.0,cze,Lecuona
,ND,36J. Mir36J. MirTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,3 Laps,Event cze,2020.0,cze,Mir
,,,,,,2020.0,ger,
1.0,25,88M. Oliveira88M. OliveiraRed Bull KTM Tech 3,Red Bull KTM Tech 3,41:48.163,Event ger,2020.0,ger,Oliveira
2.0,20,43J. Miller43J. MillerPramac Racing,Pramac Racing,+3.193,Event ger,2020.0,ger,Miller
3.0,16,21F. Morbidelli21F. MorbidelliPetronas Yamaha SRT,Petronas Yamaha SRT,+3.298,Event ger,2020.0,ger,Morbidelli
4.0,13,44P. Espargaro44P. EspargaroRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+12.626,Event ger,2020.0,ger,Espargaro
5.0,11,30T. Nakagami30T. NakagamiLCR Honda IDEMITSU,LCR Honda IDEMITSU,+13.318,Event ger,2020.0,ger,Nakagami
6.0,10,4A. Dovizioso4A. DoviziosoDucati Team,Ducati Team,+15.578,Event ger,2020.0,ger,Dovizioso
7.0,9,6S. Bradl6S. BradlRepsol Honda Team,Repsol Honda Team,+15.738,Event ger,2020.0,ger,Bradl
8.0,8,41A. Espargaro41A. EspargaroAprilia Racing Team Gresini,Aprilia Racing Team Gresini,+16.034,Event ger,2020.0,ger,Espargaro
9.0,7,73A. Marquez73A. MarquezRepsol Honda Team,Repsol Honda Team,+18.325,Event ger,2020.0,ger,Marquez
10.0,6,5J. Zarco5J. ZarcoEsponsorama Racing,Esponsorama Racing,+18.596,Event ger,2020.0,ger,Zarco
11.0,5,12M. Viñales12M. ViñalesMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+18.685,Event ger,2020.0,ger,Viñales
12.0,4,46V. Rossi46V. RossiMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+18.946,Event ger,2020.0,ger,Rossi
13.0,3,35C. Crutchlow35C. CrutchlowLCR Honda CASTROL,LCR Honda CASTROL,+19.159,Event ger,2020.0,ger,Crutchlow
14.0,2,20F. Quartararo20F. QuartararoPetronas Yamaha SRT,Petronas Yamaha SRT,+24.376,Event ger,2020.0,ger,Quartararo
15.0,1,42A. Rins42A. RinsTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+27.776,Event ger,2020.0,ger,Rins
16.0,ND,9D. Petrucci9D. PetrucciDucati Team,Ducati Team,+34.266,Event ger,2020.0,ger,Petrucciducati
17.0,ND,82M. Kallio82M. KallioRed Bull KTM Tech 3,Red Bull KTM Tech 3,+48.410,Event ger,2020.0,ger,Kalliored
18.0,ND,53T. Rabat53T. RabatEsponsorama Racing,Esponsorama Racing,+48.411,Event ger,2020.0,ger,Rabatesponsorama
,ND,32L. Savadori32L. SavadoriAprilia Racing Team Gresini,Aprilia Racing Team Gresini,22 Laps,Event ger,2020.0,ger,Savadori
,ND,36J. Mir36J. MirTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,15 Laps,Event ger,2020.0,ger,Mir
,ND,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,2 Laps,Event ger,2020.0,ger,Binder
,ND,63F. Bagnaia63F. BagnaiaPramac Racing,Pramac Racing,,Event ger,2020.0,ger,Bagnaia
,,,,,,2020.0,ned,
1.0,25,88M. Oliveira88M. OliveiraRed Bull KTM Tech 3,Red Bull KTM Tech 3,41:48.163,Event ned,2020.0,ned,Oliveira
2.0,20,43J. Miller43J. MillerPramac Racing,Pramac Racing,+3.193,Event ned,2020.0,ned,Miller
3.0,16,21F. Morbidelli21F. MorbidelliPetronas Yamaha SRT,Petronas Yamaha SRT,+3.298,Event ned,2020.0,ned,Morbidelli
4.0,13,44P. Espargaro44P. EspargaroRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+12.626,Event ned,2020.0,ned,Espargaro
5.0,11,30T. Nakagami30T. NakagamiLCR Honda IDEMITSU,LCR Honda IDEMITSU,+13.318,Event ned,2020.0,ned,Nakagami
6.0,10,4A. Dovizioso4A. DoviziosoDucati Team,Ducati Team,+15.578,Event ned,2020.0,ned,Dovizioso
7.0,9,6S. Bradl6S. BradlRepsol Honda Team,Repsol Honda Team,+15.738,Event ned,2020.0,ned,Bradl
8.0,8,41A. Espargaro41A. EspargaroAprilia Racing Team Gresini,Aprilia Racing Team Gresini,+16.034,Event ned,2020.0,ned,Espargaro
9.0,7,73A. Marquez73A. MarquezRepsol Honda Team,Repsol Honda Team,+18.325,Event ned,2020.0,ned,Marquez
10.0,6,5J. Zarco5J. ZarcoEsponsorama Racing,Esponsorama Racing,+18.596,Event ned,2020.0,ned,Zarco
11.0,5,12M. Viñales12M. ViñalesMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+18.685,Event ned,2020.0,ned,Viñales
12.0,4,46V. Rossi46V. RossiMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+18.946,Event ned,2020.0,ned,Rossi
13.0,3,35C. Crutchlow35C. CrutchlowLCR Honda CASTROL,LCR Honda CASTROL,+19.159,Event ned,2020.0,ned,Crutchlow
14.0,2,20F. Quartararo20F. QuartararoPetronas Yamaha SRT,Petronas Yamaha SRT,+24.376,Event ned,2020.0,ned,Quartararo
15.0,1,42A. Rins42A. RinsTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+27.776,Event ned,2020.0,ned,Rins
16.0,ND,9D. Petrucci9D. PetrucciDucati Team,Ducati Team,+34.266,Event ned,2020.0,ned,Petrucciducati
17.0,ND,82M. Kallio82M. KallioRed Bull KTM Tech 3,Red Bull KTM Tech 3,+48.410,Event ned,2020.0,ned,Kalliored
18.0,ND,53T. Rabat53T. RabatEsponsorama Racing,Esponsorama Racing,+48.411,Event ned,2020.0,ned,Rabatesponsorama
,ND,32L. Savadori32L. SavadoriAprilia Racing Team Gresini,Aprilia Racing Team Gresini,22 Laps,Event ned,2020.0,ned,Savadori
,ND,36J. Mir36J. MirTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,15 Laps,Event ned,2020.0,ned,Mir
,ND,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,2 Laps,Event ned,2020.0,ned,Binder
,ND,63F. Bagnaia63F. BagnaiaPramac Racing,Pramac Racing,,Event ned,2020.0,ned,Bagnaia
,,,,,,2020.0,ita,
1.0,25,88M. Oliveira88M. OliveiraRed Bull KTM Tech 3,Red Bull KTM Tech 3,41:48.163,Event ita,2020.0,ita,Oliveira
2.0,20,43J. Miller43J. MillerPramac Racing,Pramac Racing,+3.193,Event ita,2020.0,ita,Miller
3.0,16,21F. Morbidelli21F. MorbidelliPetronas Yamaha SRT,Petronas Yamaha SRT,+3.298,Event ita,2020.0,ita,Morbidelli
4.0,13,44P. Espargaro44P. EspargaroRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+12.626,Event ita,2020.0,ita,Espargaro
5.0,11,30T. Nakagami30T. NakagamiLCR Honda IDEMITSU,LCR Honda IDEMITSU,+13.318,Event ita,2020.0,ita,Nakagami
6.0,10,4A. Dovizioso4A. DoviziosoDucati Team,Ducati Team,+15.578,Event ita,2020.0,ita,Dovizioso
7.0,9,6S. Bradl6S. BradlRepsol Honda Team,Repsol Honda Team,+15.738,Event ita,2020.0,ita,Bradl
8.0,8,41A. Espargaro41A. EspargaroAprilia Racing Team Gresini,Aprilia Racing Team Gresini,+16.034,Event ita,2020.0,ita,Espargaro
9.0,7,73A. Marquez73A. MarquezRepsol Honda Team,Repsol Honda Team,+18.325,Event ita,2020.0,ita,Marquez
10.0,6,5J. Zarco5J. ZarcoEsponsorama Racing,Esponsorama Racing,+18.596,Event ita,2020.0,ita,Zarco
11.0,5,12M. Viñales12M. ViñalesMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+18.685,Event ita,2020.0,ita,Viñales
12.0,4,46V. Rossi46V. RossiMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+18.946,Event ita,2020.0,ita,Rossi
13.0,3,35C. Crutchlow35C. CrutchlowLCR Honda CASTROL,LCR Honda CASTROL,+19.159,Event ita,2020.0,ita,Crutchlow
14.0,2,20F. Quartararo20F. QuartararoPetronas Yamaha SRT,Petronas Yamaha SRT,+24.376,Event ita,2020.0,ita,Quartararo
15.0,1,42A. Rins42A. RinsTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+27.776,Event ita,2020.0,ita,Rins
16.0,ND,9D. Petrucci9D. PetrucciDucati Team,Ducati Team,+34.266,Event ita,2020.0,ita,Petrucciducati
17.0,ND,82M. Kallio82M. KallioRed Bull KTM Tech 3,Red Bull KTM Tech 3,+48.410,Event ita,2020.0,ita,Kalliored
18.0,ND,53T. Rabat53T. RabatEsponsorama Racing,Esponsorama Racing,+48.411,Event ita,2020.0,ita,Rabatesponsorama
,ND,32L. Savadori32L. SavadoriAprilia Racing Team Gresini,Aprilia Racing Team Gresini,22 Laps,Event ita,2020.0,ita,Savadori
,ND,36J. Mir36J. MirTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,15 Laps,Event ita,2020.0,ita,Mir
,ND,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,2 Laps,Event ita,2020.0,ita,Binder
,ND,63F. Bagnaia63F. BagnaiaPramac Racing,Pramac Racing,,Event ita,2020.0,ita,Bagnaia
,,,,,,2020.0,ara,
1.0,25,42A. Rins42A. RinsTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,41:54.391,Event ara,2020.0,ara,Rins
2.0,20,73A. Marquez73A. MarquezRepsol Honda Team,Repsol Honda Team,+0.263,Event ara,2020.0,ara,Marquez
3.0,16,36J. Mir36J. MirTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+2.644,Event ara,2020.0,ara,Mir
4.0,13,12M. Viñales12M. ViñalesMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+2.880,Event ara,2020.0,ara,Viñales
5.0,11,30T. Nakagami30T. NakagamiLCR Honda IDEMITSU,LCR Honda IDEMITSU,+4.570,Event ara,2020.0,ara,Nakagami
6.0,10,21F. Morbidelli21F. MorbidelliPetronas Yamaha SRT,Petronas Yamaha SRT,+4.756,Event ara,2020.0,ara,Morbidelli
7.0,9,4A. Dovizioso4A. DoviziosoDucati Team,Ducati Team,+8.639,Event ara,2020.0,ara,Dovizioso
8.0,8,35C. Crutchlow35C. CrutchlowLCR Honda CASTROL,LCR Honda CASTROL,+8.913,Event ara,2020.0,ara,Crutchlow
9.0,7,43J. Miller43J. MillerPramac Racing,Pramac Racing,+9.390,Event ara,2020.0,ara,Miller
10.0,6,5J. Zarco5J. ZarcoEsponsorama Racing,Esponsorama Racing,+9.617,Event ara,2020.0,ara,Zarco
11.0,5,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+13.200,Event ara,2020.0,ara,Binder
12.0,4,44P. Espargaro44P. EspargaroRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+13.689,Event ara,2020.0,ara,Espargaro
13.0,3,41A. Espargaro41A. EspargaroAprilia Racing Team Gresini,Aprilia Racing Team Gresini,+14.598,Event ara,2020.0,ara,Espargaro
14.0,2,27I. Lecuona27I. LecuonaRed Bull KTM Tech 3,Red Bull KTM Tech 3,+15.291,Event ara,2020.0,ara,Lecuona
15.0,1,9D. Petrucci9D. PetrucciDucati Team,Ducati Team,+15.941,Event ara,2020.0,ara,Petrucciducati
16.0,ND,88M. Oliveira88M. OliveiraRed Bull KTM Tech 3,Red Bull KTM Tech 3,+18.284,Event ara,2020.0,ara,Oliveira
17.0,ND,6S. Bradl6S. BradlRepsol Honda Team,Repsol Honda Team,+20.136,Event ara,2020.0,ara,Bradl
18.0,ND,20F. Quartararo20F. QuartararoPetronas Yamaha SRT,Petronas Yamaha SRT,+21.498,Event ara,2020.0,ara,Quartararo
19.0,ND,38B. Smith38B. SmithAprilia Racing Team Gresini,Aprilia Racing Team Gresini,+25.300,Event ara,2020.0,ara,Smith
20.0,ND,53T. Rabat53T. RabatEsponsorama Racing,Esponsorama Racing,+25.558,Event ara,2020.0,ara,Rabatesponsorama
,ND,63F. Bagnaia63F. BagnaiaPramac Racing,Pramac Racing,2 Laps,Event ara,2020.0,ara,Bagnaia
,,,,,,2020.0,gbr,
1.0,25,88M. Oliveira88M. OliveiraRed Bull KTM Tech 3,Red Bull KTM Tech 3,41:48.163,Event gbr,2020.0,gbr,Oliveira
2.0,20,43J. Miller43J. MillerPramac Racing,Pramac Racing,+3.193,Event gbr,2020.0,gbr,Miller
3.0,16,21F. Morbidelli21F. MorbidelliPetronas Yamaha SRT,Petronas Yamaha SRT,+3.298,Event gbr,2020.0,gbr,Morbidelli
4.0,13,44P. Espargaro44P. EspargaroRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+12.626,Event gbr,2020.0,gbr,Espargaro
5.0,11,30T. Nakagami30T. NakagamiLCR Honda IDEMITSU,LCR Honda IDEMITSU,+13.318,Event gbr,2020.0,gbr,Nakagami
6.0,10,4A. Dovizioso4A. DoviziosoDucati Team,Ducati Team,+15.578,Event gbr,2020.0,gbr,Dovizioso
7.0,9,6S. Bradl6S. BradlRepsol Honda Team,Repsol Honda Team,+15.738,Event gbr,2020.0,gbr,Bradl
8.0,8,41A. Espargaro41A. EspargaroAprilia Racing Team Gresini,Aprilia Racing Team Gresini,+16.034,Event gbr,2020.0,gbr,Espargaro
9.0,7,73A. Marquez73A. MarquezRepsol Honda Team,Repsol Honda Team,+18.325,Event gbr,2020.0,gbr,Marquez
10.0,6,5J. Zarco5J. ZarcoEsponsorama Racing,Esponsorama Racing,+18.596,Event gbr,2020.0,gbr,Zarco
11.0,5,12M. Viñales12M. ViñalesMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+18.685,Event gbr,2020.0,gbr,Viñales
12.0,4,46V. Rossi46V. RossiMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+18.946,Event gbr,2020.0,gbr,Rossi
13.0,3,35C. Crutchlow35C. CrutchlowLCR Honda CASTROL,LCR Honda CASTROL,+19.159,Event gbr,2020.0,gbr,Crutchlow
14.0,2,20F. Quartararo20F. QuartararoPetronas Yamaha SRT,Petronas Yamaha SRT,+24.376,Event gbr,2020.0,gbr,Quartararo
15.0,1,42A. Rins42A. RinsTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+27.776,Event gbr,2020.0,gbr,Rins
16.0,ND,9D. Petrucci9D. PetrucciDucati Team,Ducati Team,+34.266,Event gbr,2020.0,gbr,Petrucciducati
17.0,ND,82M. Kallio82M. KallioRed Bull KTM Tech 3,Red Bull KTM Tech 3,+48.410,Event gbr,2020.0,gbr,Kalliored
18.0,ND,53T. Rabat53T. RabatEsponsorama Racing,Esponsorama Racing,+48.411,Event gbr,2020.0,gbr,Rabatesponsorama
,ND,32L. Savadori32L. SavadoriAprilia Racing Team Gresini,Aprilia Racing Team Gresini,22 Laps,Event gbr,2020.0,gbr,Savadori
,ND,36J. Mir36J. MirTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,15 Laps,Event gbr,2020.0,gbr,Mir
,ND,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,2 Laps,Event gbr,2020.0,gbr,Binder
,ND,63F. Bagnaia63F. BagnaiaPramac Racing,Pramac Racing,,Event gbr,2020.0,gbr,Bagnaia
,,,,,,2020.0,fra,
1.0,25,9D. Petrucci9D. PetrucciDucati Team,Ducati Team,45:54.736,Event fra,2020.0,fra,Petrucciducati
2.0,20,73A. Marquez73A. MarquezRepsol Honda Team,Repsol Honda Team,+1.273,Event fra,2020.0,fra,Marquez
3.0,16,44P. Espargaro44P. EspargaroRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+1.711,Event fra,2020.0,fra,Espargaro
4.0,13,4A. Dovizioso4A. DoviziosoDucati Team,Ducati Team,+3.911,Event fra,2020.0,fra,Dovizioso
5.0,11,5J. Zarco5J. ZarcoEsponsorama Racing,Esponsorama Racing,+4.310,Event fra,2020.0,fra,Zarco
6.0,10,88M. Oliveira88M. OliveiraRed Bull KTM Tech 3,Red Bull KTM Tech 3,+4.466,Event fra,2020.0,fra,Oliveira
7.0,9,30T. Nakagami30T. NakagamiLCR Honda IDEMITSU,LCR Honda IDEMITSU,+5.921,Event fra,2020.0,fra,Nakagami
8.0,8,6S. Bradl6S. BradlRepsol Honda Team,Repsol Honda Team,+15.597,Event fra,2020.0,fra,Bradl
9.0,7,20F. Quartararo20F. QuartararoPetronas Yamaha SRT,Petronas Yamaha SRT,+16.687,Event fra,2020.0,fra,Quartararo
10.0,6,12M. Viñales12M. ViñalesMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+16.895,Event fra,2020.0,fra,Viñales
11.0,5,36J. Mir36J. MirTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+16.980,Event fra,2020.0,fra,Mir
12.0,4,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+27.321,Event fra,2020.0,fra,Binder
13.0,3,63F. Bagnaia63F. BagnaiaPramac Racing,Pramac Racing,+33.351,Event fra,2020.0,fra,Bagnaia
14.0,2,41A. Espargaro41A. EspargaroAprilia Racing Team Gresini,Aprilia Racing Team Gresini,+39.176,Event fra,2020.0,fra,Espargaro
15.0,1,27I. Lecuona27I. LecuonaRed Bull KTM Tech 3,Red Bull KTM Tech 3,+51.087,Event fra,2020.0,fra,Lecuona
,ND,42A. Rins42A. RinsTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,,Event fra,2020.0,fra,Rins
,ND,43J. Miller43J. MillerPramac Racing,Pramac Racing,19 Laps,Event fra,2020.0,fra,Miller
,ND,21F. Morbidelli21F. MorbidelliPetronas Yamaha SRT,Petronas Yamaha SRT,18 Laps,Event fra,2020.0,fra,Morbidelli
,ND,35C. Crutchlow35C. CrutchlowLCR Honda CASTROL,LCR Honda CASTROL,17 Laps,Event fra,2020.0,fra,Crutchlow
,ND,53T. Rabat53T. RabatEsponsorama Racing,Esponsorama Racing,14 Laps,Event fra,2020.0,fra,Rabatesponsorama
,ND,38B. Smith38B. SmithAprilia Racing Team Gresini,Aprilia Racing Team Gresini,8 Laps,Event fra,2020.0,fra,Smith
,ND,46V. Rossi46V. RossiMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,,Event fra,2020.0,fra,Rossi
,,,,,,2020.0,esp,
1.0,25,88M. Oliveira88M. OliveiraRed Bull KTM Tech 3,Red Bull KTM Tech 3,41:48.163,Event esp,2020.0,esp,Oliveira
2.0,20,43J. Miller43J. MillerPramac Racing,Pramac Racing,+3.193,Event esp,2020.0,esp,Miller
3.0,16,21F. Morbidelli21F. MorbidelliPetronas Yamaha SRT,Petronas Yamaha SRT,+3.298,Event esp,2020.0,esp,Morbidelli
4.0,13,44P. Espargaro44P. EspargaroRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+12.626,Event esp,2020.0,esp,Espargaro
5.0,11,30T. Nakagami30T. NakagamiLCR Honda IDEMITSU,LCR Honda IDEMITSU,+13.318,Event esp,2020.0,esp,Nakagami
6.0,10,4A. Dovizioso4A. DoviziosoDucati Team,Ducati Team,+15.578,Event esp,2020.0,esp,Dovizioso
7.0,9,6S. Bradl6S. BradlRepsol Honda Team,Repsol Honda Team,+15.738,Event esp,2020.0,esp,Bradl
8.0,8,41A. Espargaro41A. EspargaroAprilia Racing Team Gresini,Aprilia Racing Team Gresini,+16.034,Event esp,2020.0,esp,Espargaro
9.0,7,73A. Marquez73A. MarquezRepsol Honda Team,Repsol Honda Team,+18.325,Event esp,2020.0,esp,Marquez
10.0,6,5J. Zarco5J. ZarcoEsponsorama Racing,Esponsorama Racing,+18.596,Event esp,2020.0,esp,Zarco
11.0,5,12M. Viñales12M. ViñalesMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+18.685,Event esp,2020.0,esp,Viñales
12.0,4,46V. Rossi46V. RossiMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+18.946,Event esp,2020.0,esp,Rossi
13.0,3,35C. Crutchlow35C. CrutchlowLCR Honda CASTROL,LCR Honda CASTROL,+19.159,Event esp,2020.0,esp,Crutchlow
14.0,2,20F. Quartararo20F. QuartararoPetronas Yamaha SRT,Petronas Yamaha SRT,+24.376,Event esp,2020.0,esp,Quartararo
15.0,1,42A. Rins42A. RinsTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+27.776,Event esp,2020.0,esp,Rins
16.0,ND,9D. Petrucci9D. PetrucciDucati Team,Ducati Team,+34.266,Event esp,2020.0,esp,Petrucciducati
17.0,ND,82M. Kallio82M. KallioRed Bull KTM Tech 3,Red Bull KTM Tech 3,+48.410,Event esp,2020.0,esp,Kalliored
18.0,ND,53T. Rabat53T. RabatEsponsorama Racing,Esponsorama Racing,+48.411,Event esp,2020.0,esp,Rabatesponsorama
,ND,32L. Savadori32L. SavadoriAprilia Racing Team Gresini,Aprilia Racing Team Gresini,22 Laps,Event esp,2020.0,esp,Savadori
,ND,36J. Mir36J. MirTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,15 Laps,Event esp,2020.0,esp,Mir
,ND,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,2 Laps,Event esp,2020.0,esp,Binder
,ND,63F. Bagnaia63F. BagnaiaPramac Racing,Pramac Racing,,Event esp,2020.0,esp,Bagnaia
,,,,,,2020.0,qat,
1.0,25,45T. Nagashima45T. NagashimaRed Bull KTM Ajo,Red Bull KTM Ajo,40:00.192,Event qat,2020.0,qat,Nagashimared
2.0,20,7L. Baldassarri7L. BaldassarriFlexbox HP 40,Flexbox HP 40,+1.347,Event qat,2020.0,qat,Baldassarriflexbox
3.0,16,33E. Bastianini33E. BastianiniItaltrans Racing Team,Italtrans Racing Team,+1.428,Event qat,2020.0,qat,Bastianini
4.0,13,16J. Roberts16J. RobertsAmerican Racing,American Racing,+1.559,Event qat,2020.0,qat,Robertsamerican
5.0,11,87R. Gardner87R. GardnerOnexox TKKR SAG Team,Onexox TKKR SAG Team,+1.901,Event qat,2020.0,qat,Gardner
6.0,10,9J. Navarro9J. NavarroBeta Tools Speed Up,Beta Tools Speed Up,+2.381,Event qat,2020.0,qat,Navarrobeta
7.0,9,23M. Schrotter23M. SchrotterLiqui Moly Intact GP,Liqui Moly Intact GP,+4.490,Event qat,2020.0,qat,Schrotterliqui
8.0,8,44A. Canet44A. CanetAspar Team,Aspar Team,+4.703,Event qat,2020.0,qat,Canetaspar
9.0,7,97X. Vierge97X. ViergePetronas Sprinta Racing,Petronas Sprinta Racing,+7.118,Event qat,2020.0,qat,Viergepetronas
10.0,6,12T. Luthi12T. LuthiLiqui Moly Intact GP,Liqui Moly Intact GP,+8.904,Event qat,2020.0,qat,Luthiliqui
11.0,5,64B. Bendsneyder64B. BendsneyderNTS RW Racing GP,NTS RW Racing GP,+9.730,Event qat,2020.0,qat,Bendsneyder
12.0,4,72M. Bezzecchi72M. BezzecchiSKY Racing Team VR46,SKY Racing Team VR46,+11.410,Event qat,2020.0,qat,Bezzecchi
13.0,3,21F. Giannantonio21F. GiannantonioBeta Tools Speed Up,Beta Tools Speed Up,+12.701,Event qat,2020.0,qat,Giannantonio
14.0,2,96J. Dixon96J. DixonPetronas Sprinta Racing,Petronas Sprinta Racing,+12.717,Event qat,2020.0,qat,Dixon
15.0,1,62S. Manzi62S. ManziMV Agusta Forward Racing,MV Agusta Forward Racing,+16.208,Event qat,2020.0,qat,Manzi
16.0,ND,57E. Pons57E. PonsFederal Oil Gresini Moto2,Federal Oil Gresini Moto2,+16.256,Event qat,2020.0,qat,Pons
17.0,ND,40H. Garzo40H. GarzoFlexbox HP 40,Flexbox HP 40,+16.869,Event qat,2020.0,qat,Garzoflexbox
18.0,ND,11N. Bulega11N. BulegaFederal Oil Gresini Moto2,Federal Oil Gresini Moto2,+16.932,Event qat,2020.0,qat,Bulegafederal
19.0,ND,55H. Syahrin55H. SyahrinAspar Team,Aspar Team,+19.639,Event qat,2020.0,qat,Syahrinaspar
20.0,ND,88J. Martin88J. MartinRed Bull KTM Ajo,Red Bull KTM Ajo,+20.662,Event qat,2020.0,qat,Martin
21.0,ND,24S. Corsi24S. CorsiMV Agusta Forward Racing,MV Agusta Forward Racing,+27.291,Event qat,2020.0,qat,Corsi
22.0,ND,27A. Izdihar27A. IzdiharIDEMITSU Honda Team Asia,IDEMITSU Honda Team Asia,+34.514,Event qat,2020.0,qat,Izdihar
23.0,ND,2J. Raffin2J. RaffinNTS RW Racing GP,NTS RW Racing GP,+34.664,Event qat,2020.0,qat,Raffin
24.0,ND,19L. Porta19L. PortaItaltrans Racing Team,Italtrans Racing Team,+45.850,Event qat,2020.0,qat,Porta
25.0,ND,35S. Chantra35S. ChantraIDEMITSU Honda Team Asia,IDEMITSU Honda Team Asia,+0.000,Event qat,2020.0,qat,Chantra
,ND,10L. Marini10L. MariniSKY Racing Team VR46,SKY Racing Team VR46,19 Laps,Event qat,2020.0,qat,Marini
,ND,99K. Daniel99K. DanielOnexox TKKR SAG Team,Onexox TKKR SAG Team,8 Laps,Event qat,2020.0,qat,Danielonexox
,ND,"37A. Fernandez37A. FernandezEG 0,0 Marc VDS","EG 0,0 Marc VDS",2 Laps,Event qat,2020.0,qat,Fernandez
,ND,42M. Ramirez42M. RamirezAmerican Racing,American Racing,1 Laps,Event qat,2020.0,qat,Ramirezamerican
,,,,,,2020.0,usa,
1.0,25,88M. Oliveira88M. OliveiraRed Bull KTM Tech 3,Red Bull KTM Tech 3,41:48.163,Event usa,2020.0,usa,Oliveira
2.0,20,43J. Miller43J. MillerPramac Racing,Pramac Racing,+3.193,Event usa,2020.0,usa,Miller
3.0,16,21F. Morbidelli21F. MorbidelliPetronas Yamaha SRT,Petronas Yamaha SRT,+3.298,Event usa,2020.0,usa,Morbidelli
