Position,Points,Rider,Team,Time/Gap,Grand Prix,Year,Event
,ND,6M. Tamada6M. TamadaKonica Minolta Honda,Konica Minolta Honda,0 Laps,Event ger,2006.0,ger
,ND,66A. Hofmann66A. HofmannPramac d'Antín MotoGP,Pramac d'Antín MotoGP,0 Laps,Event ger,2006.0,ger
,,,,,,2006.0,ned
1.0,25,69N. Hayden69N. HaydenRepsol Honda Team,Repsol Honda Team,42:27.404,Event ned,2006.0,ned
2.0,20,56S. Nakano56S. NakanoKawasaki Racing Team,Kawasaki Racing Team,+4.884,Event ned,2006.0,ned
3.0,16,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,+7.525,Event ned,2006.0,ned
4.0,13,27C. Stoner27C. StonerHonda LCR,Honda LCR,+7.555,Event ned,2006.0,ned
5.0,11,10K. Jr10K. JrTeam Roberts,Team Roberts,+8.078,Event ned,2006.0,ned
6.0,10,21J. Hopkins21J. HopkinsRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+17.065,Event ned,2006.0,ned
7.0,9,33M. Melandri33M. MelandriFortuna Honda,Fortuna Honda,+18.090,Event ned,2006.0,ned
8.0,8,46V. Rossi46V. RossiCamel Yamaha Team,Camel Yamaha Team,+23.951,Event ned,2006.0,ned
9.0,7,7C. Checa7C. ChecaTech 3 Yamaha,Tech 3 Yamaha,+29.027,Event ned,2006.0,ned
10.0,6,71C. Vermeulen71C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+31.627,Event ned,2006.0,ned
11.0,5,6M. Tamada6M. TamadaKonica Minolta Honda,Konica Minolta Honda,+32.841,Event ned,2006.0,ned
12.0,4,66A. Hofmann66A. HofmannDucati Marlboro Team,Ducati Marlboro Team,+34.143,Event ned,2006.0,ned
13.0,3,5C. Edwards5C. EdwardsCamel Yamaha Team,Camel Yamaha Team,+40.412,Event ned,2006.0,ned
14.0,2,17R. Puniet17R. PunietKawasaki Racing Team,Kawasaki Racing Team,+63.648,Event ned,2006.0,ned
15.0,1,65L. Capirossi65L. CapirossiDucati Marlboro Team,Ducati Marlboro Team,+77.303,Event ned,2006.0,ned
16.0,ND,22I. Silva22I. SilvaPramac d'Antín MotoGP,Pramac d'Antín MotoGP,+0.000,Event ned,2006.0,ned
17.0,ND,30J. Cardoso30J. CardosoPramac d'Antín MotoGP,Pramac d'Antín MotoGP,+0.000,Event ned,2006.0,ned
,ND,77J. Ellison77J. EllisonTech 3 Yamaha,Tech 3 Yamaha,0 Laps,Event ned,2006.0,ned
,,,,,,2006.0,ita
1.0,25,46V. Rossi46V. RossiCamel Yamaha Team,Camel Yamaha Team,42:39.610,Event ita,2006.0,ita
2.0,20,65L. Capirossi65L. CapirossiDucati Marlboro Team,Ducati Marlboro Team,+0.575,Event ita,2006.0,ita
3.0,16,69N. Hayden69N. HaydenRepsol Honda Team,Repsol Honda Team,+0.735,Event ita,2006.0,ita
4.0,13,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,+2.007,Event ita,2006.0,ita
5.0,11,15S. Gibernau15S. GibernauDucati Marlboro Team,Ducati Marlboro Team,+3.070,Event ita,2006.0,ita
6.0,10,33M. Melandri33M. MelandriFortuna Honda,Fortuna Honda,+11.793,Event ita,2006.0,ita
7.0,9,24T. Elias24T. EliasFortuna Honda,Fortuna Honda,+18.999,Event ita,2006.0,ita
8.0,8,10K. Jr10K. JrTeam Roberts,Team Roberts,+19.172,Event ita,2006.0,ita
9.0,7,6M. Tamada6M. TamadaKonica Minolta Honda,Konica Minolta Honda,+19.231,Event ita,2006.0,ita
10.0,6,21J. Hopkins21J. HopkinsRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+19.821,Event ita,2006.0,ita
11.0,5,56S. Nakano56S. NakanoKawasaki Racing Team,Kawasaki Racing Team,+19.863,Event ita,2006.0,ita
12.0,4,5C. Edwards5C. EdwardsCamel Yamaha Team,Camel Yamaha Team,+30.678,Event ita,2006.0,ita
13.0,3,17R. Puniet17R. PunietKawasaki Racing Team,Kawasaki Racing Team,+37.198,Event ita,2006.0,ita
14.0,2,71C. Vermeulen71C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+41.712,Event ita,2006.0,ita
15.0,1,7C. Checa7C. ChecaTech 3 Yamaha,Tech 3 Yamaha,+56.256,Event ita,2006.0,ita
16.0,ND,77J. Ellison77J. EllisonTech 3 Yamaha,Tech 3 Yamaha,+73.387,Event ita,2006.0,ita
17.0,ND,30J. Cardoso30J. CardosoPramac d'Antín MotoGP,Pramac d'Antín MotoGP,+0.000,Event ita,2006.0,ita
,ND,66A. Hofmann66A. HofmannPramac d'Antín MotoGP,Pramac d'Antín MotoGP,0 Laps,Event ita,2006.0,ita
,ND,27C. Stoner27C. StonerHonda LCR,Honda LCR,0 Laps,Event ita,2006.0,ita
,,,,,,2006.0,ara
1.0,25,12T. Bayliss12T. BaylissDucati Marlboro Team,Ducati Marlboro Team,46:55.415,Event ara,2006.0,ara
2.0,20,65L. Capirossi65L. CapirossiDucati Marlboro Team,Ducati Marlboro Team,+1.319,Event ara,2006.0,ara
3.0,16,69N. Hayden69N. HaydenRepsol Honda Team,Repsol Honda Team,+9.230,Event ara,2006.0,ara
4.0,13,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,+12.065,Event ara,2006.0,ara
5.0,11,33M. Melandri33M. MelandriFortuna Honda,Fortuna Honda,+16.306,Event ara,2006.0,ara
6.0,10,24T. Elias24T. EliasFortuna Honda,Fortuna Honda,+17.390,Event ara,2006.0,ara
7.0,9,56S. Nakano56S. NakanoKawasaki Racing Team,Kawasaki Racing Team,+19.329,Event ara,2006.0,ara
8.0,8,10K. Jr10K. JrTeam Roberts,Team Roberts,+23.174,Event ara,2006.0,ara
9.0,7,5C. Edwards5C. EdwardsCamel Yamaha Team,Camel Yamaha Team,+26.072,Event ara,2006.0,ara
10.0,6,7C. Checa7C. ChecaTech 3 Yamaha,Tech 3 Yamaha,+28.194,Event ara,2006.0,ara
11.0,5,21J. Hopkins21J. HopkinsRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+29.364,Event ara,2006.0,ara
12.0,4,6M. Tamada6M. TamadaKonica Minolta Honda,Konica Minolta Honda,+29.707,Event ara,2006.0,ara
13.0,3,46V. Rossi46V. RossiCamel Yamaha Team,Camel Yamaha Team,+38.546,Event ara,2006.0,ara
14.0,2,77J. Ellison77J. EllisonTech 3 Yamaha,Tech 3 Yamaha,+80.013,Event ara,2006.0,ara
15.0,1,8G. Mccoy8G. MccoyIlmor SRT,Ilmor SRT,+0.000,Event ara,2006.0,ara
,ND,27C. Stoner27C. StonerHonda LCR,Honda LCR,23 Laps,Event ara,2006.0,ara
,ND,71C. Vermeulen71C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,13 Laps,Event ara,2006.0,ara
,ND,30J. Cardoso30J. CardosoPramac d'Antín MotoGP,Pramac d'Antín MotoGP,12 Laps,Event ara,2006.0,ara
,ND,66A. Hofmann66A. HofmannPramac d'Antín MotoGP,Pramac d'Antín MotoGP,9 Laps,Event ara,2006.0,ara
,ND,17R. Puniet17R. PunietKawasaki Racing Team,Kawasaki Racing Team,5 Laps,Event ara,2006.0,ara
,,,,,,2006.0,gbr
1.0,25,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,44:54.878,Event gbr,2006.0,gbr
2.0,20,46V. Rossi46V. RossiCamel Yamaha Team,Camel Yamaha Team,+3.864,Event gbr,2006.0,gbr
3.0,16,33M. Melandri33M. MelandriFortuna Honda,Fortuna Honda,+4.016,Event gbr,2006.0,gbr
4.0,13,27C. Stoner27C. StonerHonda LCR,Honda LCR,+5.776,Event gbr,2006.0,gbr
5.0,11,10K. Jr10K. JrTeam Roberts,Team Roberts,+9.596,Event gbr,2006.0,gbr
6.0,10,5C. Edwards5C. EdwardsCamel Yamaha Team,Camel Yamaha Team,+21.710,Event gbr,2006.0,gbr
7.0,9,69N. Hayden69N. HaydenRepsol Honda Team,Repsol Honda Team,+25.764,Event gbr,2006.0,gbr
8.0,8,21J. Hopkins21J. HopkinsRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+29.034,Event gbr,2006.0,gbr
9.0,7,65L. Capirossi65L. CapirossiDucati Marlboro Team,Ducati Marlboro Team,+35.606,Event gbr,2006.0,gbr
10.0,6,7C. Checa7C. ChecaTech 3 Yamaha,Tech 3 Yamaha,+40.442,Event gbr,2006.0,gbr
11.0,5,6M. Tamada6M. TamadaKonica Minolta Honda,Konica Minolta Honda,+41.062,Event gbr,2006.0,gbr
12.0,4,17R. Puniet17R. PunietKawasaki Racing Team,Kawasaki Racing Team,+42.197,Event gbr,2006.0,gbr
13.0,3,66A. Hofmann66A. HofmannDucati Marlboro Team,Ducati Marlboro Team,+51.454,Event gbr,2006.0,gbr
14.0,2,77J. Ellison77J. EllisonTech 3 Yamaha,Tech 3 Yamaha,+77.804,Event gbr,2006.0,gbr
15.0,1,30J. Cardoso30J. CardosoPramac d'Antín MotoGP,Pramac d'Antín MotoGP,+0.000,Event gbr,2006.0,gbr
16.0,ND,71C. Vermeulen71C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+0.000,Event gbr,2006.0,gbr
,ND,56S. Nakano56S. NakanoKawasaki Racing Team,Kawasaki Racing Team,0 Laps,Event gbr,2006.0,gbr
,ND,22I. Silva22I. SilvaPramac d'Antín MotoGP,Pramac d'Antín MotoGP,0 Laps,Event gbr,2006.0,gbr
,,,,,,2006.0,fra
1.0,25,33M. Melandri33M. MelandriFortuna Honda,Fortuna Honda,44:57.369,Event fra,2006.0,fra
2.0,20,65L. Capirossi65L. CapirossiDucati Marlboro Team,Ducati Marlboro Team,+1.929,Event fra,2006.0,fra
3.0,16,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,+2.269,Event fra,2006.0,fra
4.0,13,27C. Stoner27C. StonerHonda LCR,Honda LCR,+5.494,Event fra,2006.0,fra
5.0,11,69N. Hayden69N. HaydenRepsol Honda Team,Repsol Honda Team,+5.709,Event fra,2006.0,fra
6.0,10,5C. Edwards5C. EdwardsCamel Yamaha Team,Camel Yamaha Team,+11.519,Event fra,2006.0,fra
7.0,9,6M. Tamada6M. TamadaKonica Minolta Honda,Konica Minolta Honda,+16.692,Event fra,2006.0,fra
8.0,8,15S. Gibernau15S. GibernauDucati Marlboro Team,Ducati Marlboro Team,+18.142,Event fra,2006.0,fra
9.0,7,24T. Elias24T. EliasFortuna Honda,Fortuna Honda,+23.645,Event fra,2006.0,fra
10.0,6,71C. Vermeulen71C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+39.362,Event fra,2006.0,fra
11.0,5,7C. Checa7C. ChecaTech 3 Yamaha,Tech 3 Yamaha,+47.730,Event fra,2006.0,fra
12.0,4,56S. Nakano56S. NakanoKawasaki Racing Team,Kawasaki Racing Team,+47.782,Event fra,2006.0,fra
13.0,3,66A. Hofmann66A. HofmannPramac d'Antín MotoGP,Pramac d'Antín MotoGP,+69.092,Event fra,2006.0,fra
14.0,2,77J. Ellison77J. EllisonTech 3 Yamaha,Tech 3 Yamaha,+76.172,Event fra,2006.0,fra
15.0,1,21J. Hopkins21J. HopkinsRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+0.000,Event fra,2006.0,fra
,ND,30J. Cardoso30J. CardosoPramac d'Antín MotoGP,Pramac d'Antín MotoGP,0 Laps,Event fra,2006.0,fra
,ND,46V. Rossi46V. RossiCamel Yamaha Team,Camel Yamaha Team,0 Laps,Event fra,2006.0,fra
,ND,10K. Jr10K. JrTeam Roberts,Team Roberts,0 Laps,Event fra,2006.0,fra
,ND,17R. Puniet17R. PunietKawasaki Racing Team,Kawasaki Racing Team,,Event fra,2006.0,fra
,,,,,,2006.0,esp
1.0,25,12T. Bayliss12T. BaylissDucati Marlboro Team,Ducati Marlboro Team,46:55.415,Event esp,2006.0,esp
2.0,20,65L. Capirossi65L. CapirossiDucati Marlboro Team,Ducati Marlboro Team,+1.319,Event esp,2006.0,esp
3.0,16,69N. Hayden69N. HaydenRepsol Honda Team,Repsol Honda Team,+9.230,Event esp,2006.0,esp
4.0,13,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,+12.065,Event esp,2006.0,esp
5.0,11,33M. Melandri33M. MelandriFortuna Honda,Fortuna Honda,+16.306,Event esp,2006.0,esp
6.0,10,24T. Elias24T. EliasFortuna Honda,Fortuna Honda,+17.390,Event esp,2006.0,esp
7.0,9,56S. Nakano56S. NakanoKawasaki Racing Team,Kawasaki Racing Team,+19.329,Event esp,2006.0,esp
8.0,8,10K. Jr10K. JrTeam Roberts,Team Roberts,+23.174,Event esp,2006.0,esp
9.0,7,5C. Edwards5C. EdwardsCamel Yamaha Team,Camel Yamaha Team,+26.072,Event esp,2006.0,esp
10.0,6,7C. Checa7C. ChecaTech 3 Yamaha,Tech 3 Yamaha,+28.194,Event esp,2006.0,esp
11.0,5,21J. Hopkins21J. HopkinsRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+29.364,Event esp,2006.0,esp
12.0,4,6M. Tamada6M. TamadaKonica Minolta Honda,Konica Minolta Honda,+29.707,Event esp,2006.0,esp
13.0,3,46V. Rossi46V. RossiCamel Yamaha Team,Camel Yamaha Team,+38.546,Event esp,2006.0,esp
14.0,2,77J. Ellison77J. EllisonTech 3 Yamaha,Tech 3 Yamaha,+80.013,Event esp,2006.0,esp
15.0,1,8G. Mccoy8G. MccoyIlmor SRT,Ilmor SRT,+0.000,Event esp,2006.0,esp
,ND,27C. Stoner27C. StonerHonda LCR,Honda LCR,23 Laps,Event esp,2006.0,esp
,ND,71C. Vermeulen71C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,13 Laps,Event esp,2006.0,esp
,ND,30J. Cardoso30J. CardosoPramac d'Antín MotoGP,Pramac d'Antín MotoGP,12 Laps,Event esp,2006.0,esp
,ND,66A. Hofmann66A. HofmannPramac d'Antín MotoGP,Pramac d'Antín MotoGP,9 Laps,Event esp,2006.0,esp
,ND,17R. Puniet17R. PunietKawasaki Racing Team,Kawasaki Racing Team,5 Laps,Event esp,2006.0,esp
,,,,,,2006.0,qat
1.0,25,46V. Rossi46V. RossiCamel Yamaha Team,Camel Yamaha Team,43:22.229,Event qat,2006.0,qat
2.0,20,69N. Hayden69N. HaydenRepsol Honda Team,Repsol Honda Team,+0.900,Event qat,2006.0,qat
3.0,16,65L. Capirossi65L. CapirossiDucati Marlboro Team,Ducati Marlboro Team,+1.494,Event qat,2006.0,qat
4.0,13,15S. Gibernau15S. GibernauDucati Marlboro Team,Ducati Marlboro Team,+4.638,Event qat,2006.0,qat
5.0,11,27C. Stoner27C. StonerHonda LCR,Honda LCR,+7.575,Event qat,2006.0,qat
6.0,10,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,+10.820,Event qat,2006.0,qat
7.0,9,33M. Melandri33M. MelandriFortuna Honda,Fortuna Honda,+11.784,Event qat,2006.0,qat
8.0,8,24T. Elias24T. EliasFortuna Honda,Fortuna Honda,+19.481,Event qat,2006.0,qat
9.0,7,5C. Edwards5C. EdwardsCamel Yamaha Team,Camel Yamaha Team,+22.920,Event qat,2006.0,qat
10.0,6,10K. Jr10K. JrTeam Roberts,Team Roberts,+34.286,Event qat,2006.0,qat
11.0,5,56S. Nakano56S. NakanoKawasaki Racing Team,Kawasaki Racing Team,+35.316,Event qat,2006.0,qat
12.0,4,7C. Checa7C. ChecaTech 3 Yamaha,Tech 3 Yamaha,+49.245,Event qat,2006.0,qat
13.0,3,77J. Ellison77J. EllisonTech 3 Yamaha,Tech 3 Yamaha,+61.469,Event qat,2006.0,qat
14.0,2,6M. Tamada6M. TamadaKonica Minolta Honda,Konica Minolta Honda,+70.778,Event qat,2006.0,qat
15.0,1,66A. Hofmann66A. HofmannPramac d'Antín MotoGP,Pramac d'Antín MotoGP,+82.051,Event qat,2006.0,qat
16.0,ND,30J. Cardoso30J. CardosoPramac d'Antín MotoGP,Pramac d'Antín MotoGP,+93.818,Event qat,2006.0,qat
,ND,71C. Vermeulen71C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,0 Laps,Event qat,2006.0,qat
,ND,21J. Hopkins21J. HopkinsRizla Suzuki MotoGP,Rizla Suzuki MotoGP,0 Laps,Event qat,2006.0,qat
,ND,17R. Puniet17R. PunietKawasaki Racing Team,Kawasaki Racing Team,,Event qat,2006.0,qat
,,,,,,2006.0,usa
1.0,25,69N. Hayden69N. HaydenRepsol Honda Team,Repsol Honda Team,45:04.867,Event usa,2006.0,usa
2.0,20,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,+3.186,Event usa,2006.0,usa
3.0,16,33M. Melandri33M. MelandriFortuna Honda,Fortuna Honda,+10.929,Event usa,2006.0,usa
4.0,13,10K. Jr10K. JrTeam Roberts,Team Roberts,+11.941,Event usa,2006.0,usa
5.0,11,71C. Vermeulen71C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+27.439,Event usa,2006.0,usa
6.0,10,21J. Hopkins21J. HopkinsRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+38.820,Event usa,2006.0,usa
7.0,9,7C. Checa7C. ChecaTech 3 Yamaha,Tech 3 Yamaha,+44.825,Event usa,2006.0,usa
8.0,8,65L. Capirossi65L. CapirossiDucati Marlboro Team,Ducati Marlboro Team,+48.526,Event usa,2006.0,usa
9.0,7,5C. Edwards5C. EdwardsCamel Yamaha Team,Camel Yamaha Team,+53.228,Event usa,2006.0,usa
10.0,6,15S. Gibernau15S. GibernauDucati Marlboro Team,Ducati Marlboro Team,+66.279,Event usa,2006.0,usa
11.0,5,6M. Tamada6M. TamadaKonica Minolta Honda,Konica Minolta Honda,+71.941,Event usa,2006.0,usa
12.0,4,17R. Puniet17R. PunietKawasaki Racing Team,Kawasaki Racing Team,+74.407,Event usa,2006.0,usa
13.0,3,77J. Ellison77J. EllisonTech 3 Yamaha,Tech 3 Yamaha,+79.283,Event usa,2006.0,usa
14.0,2,66A. Hofmann66A. HofmannPramac d'Antín MotoGP,Pramac d'Antín MotoGP,+101.277,Event usa,2006.0,usa
15.0,1,24T. Elias24T. EliasFortuna Honda,Fortuna Honda,+0.000,Event usa,2006.0,usa
16.0,ND,30J. Cardoso30J. CardosoPramac d'Antín MotoGP,Pramac d'Antín MotoGP,+0.000,Event usa,2006.0,usa
,ND,46V. Rossi46V. RossiCamel Yamaha Team,Camel Yamaha Team,0 Laps,Event usa,2006.0,usa
,ND,56S. Nakano56S. NakanoKawasaki Racing Team,Kawasaki Racing Team,0 Laps,Event usa,2006.0,usa
,ND,27C. Stoner27C. StonerHonda LCR,Honda LCR,0 Laps,Event usa,2006.0,usa
,,,,,,2006.0,arg
1.0,25,12T. Bayliss12T. BaylissDucati Marlboro Team,Ducati Marlboro Team,46:55.415,Event arg,2006.0,arg
2.0,20,65L. Capirossi65L. CapirossiDucati Marlboro Team,Ducati Marlboro Team,+1.319,Event arg,2006.0,arg
3.0,16,69N. Hayden69N. HaydenRepsol Honda Team,Repsol Honda Team,+9.230,Event arg,2006.0,arg
4.0,13,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,+12.065,Event arg,2006.0,arg
5.0,11,33M. Melandri33M. MelandriFortuna Honda,Fortuna Honda,+16.306,Event arg,2006.0,arg
6.0,10,24T. Elias24T. EliasFortuna Honda,Fortuna Honda,+17.390,Event arg,2006.0,arg
7.0,9,56S. Nakano56S. NakanoKawasaki Racing Team,Kawasaki Racing Team,+19.329,Event arg,2006.0,arg
8.0,8,10K. Jr10K. JrTeam Roberts,Team Roberts,+23.174,Event arg,2006.0,arg
9.0,7,5C. Edwards5C. EdwardsCamel Yamaha Team,Camel Yamaha Team,+26.072,Event arg,2006.0,arg
10.0,6,7C. Checa7C. ChecaTech 3 Yamaha,Tech 3 Yamaha,+28.194,Event arg,2006.0,arg
11.0,5,21J. Hopkins21J. HopkinsRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+29.364,Event arg,2006.0,arg
12.0,4,6M. Tamada6M. TamadaKonica Minolta Honda,Konica Minolta Honda,+29.707,Event arg,2006.0,arg
13.0,3,46V. Rossi46V. RossiCamel Yamaha Team,Camel Yamaha Team,+38.546,Event arg,2006.0,arg
14.0,2,77J. Ellison77J. EllisonTech 3 Yamaha,Tech 3 Yamaha,+80.013,Event arg,2006.0,arg
15.0,1,8G. Mccoy8G. MccoyIlmor SRT,Ilmor SRT,+0.000,Event arg,2006.0,arg
,ND,27C. Stoner27C. StonerHonda LCR,Honda LCR,23 Laps,Event arg,2006.0,arg
,ND,71C. Vermeulen71C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,13 Laps,Event arg,2006.0,arg
,ND,30J. Cardoso30J. CardosoPramac d'Antín MotoGP,Pramac d'Antín MotoGP,12 Laps,Event arg,2006.0,arg
,ND,66A. Hofmann66A. HofmannPramac d'Antín MotoGP,Pramac d'Antín MotoGP,9 Laps,Event arg,2006.0,arg
,ND,17R. Puniet17R. PunietKawasaki Racing Team,Kawasaki Racing Team,5 Laps,Event arg,2006.0,arg
,,,,,,2006.0,tha
1.0,25,12T. Bayliss12T. BaylissDucati Marlboro Team,Ducati Marlboro Team,46:55.415,Event tha,2006.0,tha
2.0,20,65L. Capirossi65L. CapirossiDucati Marlboro Team,Ducati Marlboro Team,+1.319,Event tha,2006.0,tha
3.0,16,69N. Hayden69N. HaydenRepsol Honda Team,Repsol Honda Team,+9.230,Event tha,2006.0,tha
4.0,13,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,+12.065,Event tha,2006.0,tha
5.0,11,33M. Melandri33M. MelandriFortuna Honda,Fortuna Honda,+16.306,Event tha,2006.0,tha
6.0,10,24T. Elias24T. EliasFortuna Honda,Fortuna Honda,+17.390,Event tha,2006.0,tha
7.0,9,56S. Nakano56S. NakanoKawasaki Racing Team,Kawasaki Racing Team,+19.329,Event tha,2006.0,tha
8.0,8,10K. Jr10K. JrTeam Roberts,Team Roberts,+23.174,Event tha,2006.0,tha
9.0,7,5C. Edwards5C. EdwardsCamel Yamaha Team,Camel Yamaha Team,+26.072,Event tha,2006.0,tha
10.0,6,7C. Checa7C. ChecaTech 3 Yamaha,Tech 3 Yamaha,+28.194,Event tha,2006.0,tha
11.0,5,21J. Hopkins21J. HopkinsRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+29.364,Event tha,2006.0,tha
12.0,4,6M. Tamada6M. TamadaKonica Minolta Honda,Konica Minolta Honda,+29.707,Event tha,2006.0,tha
13.0,3,46V. Rossi46V. RossiCamel Yamaha Team,Camel Yamaha Team,+38.546,Event tha,2006.0,tha
14.0,2,77J. Ellison77J. EllisonTech 3 Yamaha,Tech 3 Yamaha,+80.013,Event tha,2006.0,tha
15.0,1,8G. Mccoy8G. MccoyIlmor SRT,Ilmor SRT,+0.000,Event tha,2006.0,tha
,ND,27C. Stoner27C. StonerHonda LCR,Honda LCR,23 Laps,Event tha,2006.0,tha
,ND,71C. Vermeulen71C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,13 Laps,Event tha,2006.0,tha
,ND,30J. Cardoso30J. CardosoPramac d'Antín MotoGP,Pramac d'Antín MotoGP,12 Laps,Event tha,2006.0,tha
,ND,66A. Hofmann66A. HofmannPramac d'Antín MotoGP,Pramac d'Antín MotoGP,9 Laps,Event tha,2006.0,tha
,ND,17R. Puniet17R. PunietKawasaki Racing Team,Kawasaki Racing Team,5 Laps,Event tha,2006.0,tha
,,,,,,2007.0,hun
1.0,25,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,46:43.533,Event hun,2007.0,hun
2.0,20,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,+5.447,Event hun,2007.0,hun
3.0,16,21J. Hopkins21J. HopkinsRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+20.404,Event hun,2007.0,hun
4.0,13,33M. Melandri33M. MelandriHonda Gresini,Honda Gresini,+24.827,Event hun,2007.0,hun
5.0,11,65L. Capirossi65L. CapirossiDucati Marlboro Team,Ducati Marlboro Team,+25.804,Event hun,2007.0,hun
6.0,10,71C. Vermeulen71C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+25.862,Event hun,2007.0,hun
7.0,9,4A. Barros4A. BarrosPramac d'Antin,Pramac d'Antin,+29.470,Event hun,2007.0,hun
8.0,8,1N. Hayden1N. HaydenRepsol Honda Team,Repsol Honda Team,+30.333,Event hun,2007.0,hun
9.0,7,14R. Puniet14R. PunietKawasaki Racing Team,Kawasaki Racing Team,+30.895,Event hun,2007.0,hun
10.0,6,24T. Elias24T. EliasHonda Gresini,Honda Gresini,+31.030,Event hun,2007.0,hun
11.0,5,50S. Guintoli50S. GuintoliDunlop Yamaha Tech 3,Dunlop Yamaha Tech 3,+38.763,Event hun,2007.0,hun
12.0,4,7C. Checa7C. ChecaHonda LCR,Honda LCR,+42.506,Event hun,2007.0,hun
13.0,3,5C. Edwards5C. EdwardsFiat Yamaha Team,Fiat Yamaha Team,+46.572,Event hun,2007.0,hun
14.0,2,56S. Nakano56S. NakanoKonica Minolta Honda,Konica Minolta Honda,+50.220,Event hun,2007.0,hun
15.0,1,6M. Tamada6M. TamadaDunlop Yamaha Tech 3,Dunlop Yamaha Tech 3,+56.879,Event hun,2007.0,hun
16.0,ND,13A. West13A. WestKawasaki Racing Team,Kawasaki Racing Team,+75.369,Event hun,2007.0,hun
,ND,46V. Rossi46V. RossiFiat Yamaha Team,Fiat Yamaha Team,19 Laps,Event hun,2007.0,hun
,ND,80K. Roberts80K. RobertsTeam Roberts,Team Roberts,10 Laps,Event hun,2007.0,hun
,,,,,,2007.0,aut
1.0,25,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,46:43.533,Event aut,2007.0,aut
2.0,20,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,+5.447,Event aut,2007.0,aut
3.0,16,21J. Hopkins21J. HopkinsRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+20.404,Event aut,2007.0,aut
4.0,13,33M. Melandri33M. MelandriHonda Gresini,Honda Gresini,+24.827,Event aut,2007.0,aut
5.0,11,65L. Capirossi65L. CapirossiDucati Marlboro Team,Ducati Marlboro Team,+25.804,Event aut,2007.0,aut
6.0,10,71C. Vermeulen71C. VermeulenRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+25.862,Event aut,2007.0,aut
7.0,9,4A. Barros4A. BarrosPramac d'Antin,Pramac d'Antin,+29.470,Event aut,2007.0,aut
8.0,8,1N. Hayden1N. HaydenRepsol Honda Team,Repsol Honda Team,+30.333,Event aut,2007.0,aut
9.0,7,14R. Puniet14R. PunietKawasaki Racing Team,Kawasaki Racing Team,+30.895,Event aut,2007.0,aut
10.0,6,24T. Elias24T. EliasHonda Gresini,Honda Gresini,+31.030,Event aut,2007.0,aut
11.0,5,50S. Guintoli50S. GuintoliDunlop Yamaha Tech 3,Dunlop Yamaha Tech 3,+38.763,Event aut,2007.0,aut
12.0,4,7C. Checa7C. ChecaHonda LCR,Honda LCR,+42.506,Event aut,2007.0,aut
13.0,3,5C. Edwards5C. EdwardsFiat Yamaha Team,Fiat Yamaha Team,+46.572,Event aut,2007.0,aut
14.0,2,56S. Nakano56S. NakanoKonica Minolta Honda,Konica Minolta Honda,+50.220,Event aut,2007.0,aut
15.0,1,6M. Tamada6M. TamadaDunlop Yamaha Tech 3,Dunlop Yamaha Tech 3,+56.879,Event aut,2007.0,aut
