y_true,y_pred
28.194,26.525045078693083
34.676,23.536349716472657
42.158,22.272501026402182
2.136,20.793417451630145
53.302,28.24097220851102
52.134,26.136771411500778
7.357,15.680811249030965
18.685,14.907525314258946
46.197,25.066796408889786
13.567,16.9677137486435
22.004,30.059666466215063
34.266,28.34033310237437
30.221,23.607942324355744
5.4,11.118483231253007
12.03,11.894276125101895
4.254,10.12713136550429
10.579,13.008723974534451
45.71,35.26362925764465
17.144,10.937747707705217
3.934,11.311671567538795
19.789,11.235148246145895
14.516,26.71187515476852
2.959,13.682157891176674
14.046,11.469304510170229
25.723,24.69113254023984
17.059,17.438145516358205
13.288,20.019457142273986
22.916,28.043896392213714
16.269,23.370290502461227
48.091,31.540000320675578
14.04,10.618516122294047
14.898,9.928728427630796
39.209,20.061831881309278
8.694,11.70013011614525
2.96,13.162931779088153
10.618,18.360226565213733
45.433,34.90258943396515
1.911,13.585592629765483
3.514,14.243286011885694
32.477,26.360949090199757
12.194,20.79240555066688
23.174,23.611295728172248
21.904,18.267019618497887
47.507,30.34209149507314
19.172,22.279042406519096
32.515,31.61878009064534
34.585,30.559921958727454
6.007,15.648716971719816
26.797,20.384723257888822
3.298,8.805043065036767
12.065,13.508884376310538
29.912,29.52308754637435
44.468,28.851733287535993
26.097,23.83126683706985
7.792,23.145964339615034
13.468,18.76157421086798
12.53,29.640283132384205
31.917,26.191849185069337
25.942,28.886109676621686
30.851,24.05351034267064
4.426,22.572989812636603
4.33,20.107458794665366
43.926,35.5457619979295
24.597,14.356261639802932
25.961,29.527963432558476
13.318,17.70051518203172
17.235,22.057818565153333
24.21,18.39286628580481
11.408,19.976302798405513
53.227,33.967424990501605
4.576,14.472350835454415
10.579,13.168476363821622
12.651,14.700888499051139
40.951,32.47319100743072
21.254,19.786449421195172
18.417,19.21679512735006
11.784,23.01028774884862
5.533,23.175703603055137
20.674,26.556721590265873
1.977,10.88461928909808
38.364,27.076912747237305
14.04,10.364113745600427
7.643,24.237346765472925
51.997,27.565596368892248
26.182,16.087679651792484
12.432,15.019353535743058
19.603,26.710040948198156
18.946,16.76388648035703
27.74,18.872378535681698
36.425,34.934689310859106
19.16,20.631860797066
21.413,28.1832248879108
11.227,22.68025457238923
18.62,10.933054398793324
44.576,38.23615547746501
31.761,33.21936199830475
45.668,24.51775785920755
5.148,20.44774319995656
16.257,24.49417509905352
39.823,30.86030211710215
42.491,34.88960341231462
28.526,23.531117589680765
10.556,14.89767642794295
12.717,17.7054680472226
27.441,24.65364153913643
39.138,25.785157147056747
48.41,44.766395984752286
20.634,17.71020252872784
38.977,25.85516794199887
43.689,33.0391391815445
28.31,20.97846452758198
43.689,34.01907844080081
41.988,35.07107763311051
43.712,23.12560506087152
5.439,14.382834092266346
19.789,11.139131169723855
12.626,15.828463198403291
16.034,15.348586572211207
17.129,32.13604355320876
16.534,19.981607848307313
16.508,23.124220549709673
3.39,19.567975349002836
36.231,30.511962505130057
38.504,35.943107113388976
12.651,16.453760142043137
28.77,21.461405222431782
29.464,26.455618726355755
49.856,35.36476995097432
15.159,17.375882212745932
23.215,25.996500388872263
6.495,13.72838358301056
21.695,19.46604942370318
27.998,16.097309885229507
26.572,26.127758058265414
4.903,10.47954785653657
1.793,24.88613235064197
15.029,27.599567948690005
40.951,32.065177436013926
24.192,26.769187410001347
3.754,19.630777067276973
12.862,17.30797227381552
30.676,33.94424125507485
41.136,27.14200364377687
15.112,22.32583491793022
11.318,23.248916383108362
35.661,27.69899435822023
23.946,28.779239558234604
50.246,27.54453525111442
20.706,24.78541968611401
41.988,32.68669220469586
47.703,34.07337376016048
25.804,26.43476394033824
31.497,32.10681765064573
34.414,26.809333705197865
29.86,33.20260316711227
3.07,25.552565953254206
20.868,21.599154898072484
14.967,18.344602322453806
3.934,11.88703180976405
48.81,32.56279701226695
30.705,31.139806328944427
21.695,19.2194812436134
22.563,25.581091233275533
23.425,20.6599669832909
3.176,21.01198100047523
39.531,30.587941022673228
14.965,24.743907647477283
3.201,20.547913048981805
14.091,22.438129437137633
18.478,16.57286818568314
34.901,26.11599164431759
36.622,26.076825406612052
11.132,11.555020192763598
29.686,30.142020956962305
3.426,11.231827644055334
26.725,28.9409177900611
30.333,26.004405023359062
12.437,10.53692447870576
22.504,31.23607334276957
24.562,25.35753485638652
13.468,18.588631152616337
11.683,21.029389978307886
29.043,26.62889648043037
16.37,19.21677436591282
19.329,27.01780146996974
9.23,21.655912783392626
4.621,14.914090398013462
25.503,16.848122707933623
30.779,26.020052203003523
23.273,31.578274776607604
25.809,26.80566635529424
35.661,26.576210004770317
7.703,22.06267759815973
4.576,13.251154630411108
46.724,38.15871594300401
18.244,14.930968421233565
28.511,26.69060912492621
2.913,19.78694026557838
7.768,24.90655841235754
23.623,15.59422038610244
6.461,23.482794568714937
14.04,11.840112516577143
20.868,21.56367300114266
9.76,31.652457774120858
48.48,34.320558024546045
20.868,22.733929142818056
21.138,14.796037828582996
42.506,28.989916358206642
13.56,29.229935462557574
8.653,16.24481124107517
7.393,10.283482824870013
36.71,28.459400252867116
4.063,11.041044326461122
12.626,16.022792247556314
24.268,28.8749929973938
17.156,17.9392139116833
34.953,28.844019201540526
29.758,18.315195394712212
39.893,29.824335798023938
19.447,32.153648409807666
6.603,25.82558517262172
25.862,28.329781927751903
15.371,22.647993083820342
12.06,22.3169742948866
19.233,29.76738478519146
8.372,9.332533445613834
19.021,23.64149821519867
40.229,30.646905587066254
8.709,12.847920789683169
16.359,16.044611858839282
39.579,36.55339278439596
7.455,18.47677703896665
49.591,29.719676716735385
12.902,14.55350769793888
3.133,21.618072975656514
16.482,25.049070564041386
23.142,21.847011182291464
15.901,11.114687314028728
41.927,30.366147827970604
8.524,14.197802474440216
23.89,29.18783044685503
19.233,29.492053059701263
5.753,12.556418677057108
8.998,13.112315189404292
26.043,26.363055064997248
22.215,26.568637866075097
52.478,30.048312844832466
41.097,12.09673762262874
27.776,19.814517475421827
48.411,40.18425176525575
39.911,32.7226347796156
43.659,29.63895779376163
24.399,26.53005782482139
18.685,13.853405569081204
36.566,32.17627271747205
48.41,44.33759404191041
24.159,27.99104008550847
33.801,24.82246522223972
17.786,26.80499535028119
1.942,13.810101547513081
15.213,18.570831701562234
50.22,34.03737928273603
24.376,17.20023415030893
3.879,11.000271765406465
32.169,24.192827610602937
27.439,28.2283991305367
18.035,14.253488785477584
17.39,26.583658303464503
38.546,23.532165992627792
3.169,27.742842286848376
26.925,20.81049179407335
26.984,29.70054495935202
4.57,17.583159716828934
17.23,18.46358378580481
46.5,32.23157450169767
21.689,28.80876200927397
19.021,25.379573044164314
27.441,25.123734031206194
2.389,23.4846090917754
17.433,26.38611737708893
18.325,15.82249039118024
19.788,24.21190525362131
6.128,23.199530780785143
50.22,34.03737928273603
22.811,20.598449587878566
24.656,10.89915601905863
31.493,20.08020896943473
14.201,24.638850383432846
37.295,25.987964580898662
14.341,25.781555421935145
6.379,12.39444552204017
14.085,15.851080196593607
5.711,24.11093768275512
42.284,33.957547866947614
16.226,8.14299637771028
32.386,31.10636297713524
51.254,25.41551254425781
43.689,28.666752801810603
19.38,23.116171666939348
25.678,25.64495306056444
32.515,31.61878009064534
43.452,33.07664177946334
34.094,29.15756043731767
27.407,25.128047513697556
23.645,26.568637866075097
49.856,35.61807232932019
19.233,28.5920685582346
13.34,26.897825456009404
43.202,28.28782658461114
2.773,12.325978056750321
4.756,10.286615862051656
2.707,21.472839879072353
31.22,26.82932234065403
46.507,29.370631724385465
10.355,24.657729909511463
53.227,35.08929818119975
30.664,13.115820151165346
21.77,25.904019606881747
14.576,21.345903744171903
45.691,40.098363759810134
7.73,12.763947977658308
14.085,15.89606757134053
31.398,15.839889061871798
52.501,31.2846391355335
32.29,22.46595307580261
25.3,22.99375672756361
8.014,17.900062782313583
17.087,26.073638596942924
31.625,27.7540402506497
50.306,27.824528548671136
25.942,31.981544972959846
8.078,24.380197375314875
7.668,10.858918459936069
14.616,18.988764537836953
16.206,27.843897859781663
42.77,32.648109678733974
36.733,33.3115410137194
29.04,29.043282595961614
41.353,40.629787973106325
17.795,41.90112377443722
19.233,27.359350132267323
19.815,17.76823756587731
48.319,32.90142107665601
44.589,33.39146997943407
18.718,23.910828573587274
41.782,24.473816420807452
26.004,29.058537808828035
26.952,32.80000433972343
26.614,36.0011882284097
15.504,16.481871221468683
19.162,16.796918879052633
37.058,34.94476498556738
24.376,17.02918662764653
26.456,21.347005548209395
13.2,14.277899227504749
7.122,13.93525880673204
37.841,43.695588848673964
9.269,15.248415580744052
26.403,31.62541152587824
20.813,34.648120207045196
32.515,31.28969594869113
28.121,31.407121790628054
47.583,35.74024831372721
9.23,21.486785741156094
21.622,11.596194461946162
4.105,15.275604138066804
25.48,29.810170423827422
24.373,28.04945784502632
13.817,10.746214789657929
12.702,13.343972998899186
19.781,12.138194477168405
39.893,30.097676533760264
42.506,28.965630504906567
12.608,13.708136212221698
22.504,31.23607334276957
52.107,42.1346190382204
14.775,19.10968887697058
45.687,39.71954743440427
40.671,26.35538740199197
18.98,23.75872480517911
4.789,12.896020563810573
4.742,25.386649331355265
3.508,13.831588482876105
5.992,15.903625457365747
11.904,16.198241049258552
19.469,25.903545368053788
8.464,29.4222418103054
41.712,43.54826562465096
19.815,17.84478994595946
41.208,28.25499519994902
6.196,19.258932208028273
46.01,29.744731100737617
9.682,22.189989347736233
20.756,30.751318699029213
2.381,25.322036144289385
3.232,11.406959626669934
5.866,11.799064581807132
7.768,28.207629997565856
4.498,12.664115402079178
2.734,13.792325442635843
32.209,31.198744180784544
12.987,14.428427451226998
24.76,12.354706441222746
27.346,25.7985796906198
14.56,22.64057769364018
20.477,29.31587445000012
46.197,24.91730440775038
8.709,11.922425637408098
48.953,32.27294761236223
4.016,23.02596284970764
43.72,32.14325342786678
25.804,26.32106991617252
13.031,28.722018165067688
15.738,16.48936465054676
23.978,26.797652805410202
33.946,25.312242442563
19.815,17.554086137305884
49.856,35.560316087081674
17.691,26.86757803175849
3.37,11.84592893859978
48.953,32.08578228447311
12.651,14.62863352387591
24.399,26.40665816993223
31.457,22.350957169788796
31.537,30.470884938642975
39.893,29.958264331817528
3.053,15.849029412020958
37.661,26.75994047112381
18.325,16.324926561642325
35.447,27.9213657620292
15.65,10.595909424006743
6.603,25.477319578999776
35.065,37.2534437850311
16.705,23.51030607955638
41.136,27.54960493586311
5.935,27.953759138150975
9.23,21.09871354348807
7.885,25.724946693277897
24.554,26.049251303648344
26.546,29.73362714356631
12.957,26.254077875708834
29.418,22.608413211218878
22.464,27.48205302518456
43.796,26.36304554796806
40.345,31.581034509427333
52.134,26.08376390464618
30.755,32.18857485204214
31.274,37.21469949436181
51.343,27.898490444792984
22.435,26.875916348481557
13.288,25.959328372295257
26.059,23.852800177279928
18.685,14.791920885669835
14.085,15.70289545381771
39.073,27.390402620500545
46.5,33.973662242706475
29.801,34.11549568923208
8.904,17.3785987665182
8.462,24.06699891028852
14.56,22.64057769364018
5.809,16.58022951744537
33.118,31.542078332347344
11.793,22.891468930124883
7.357,15.203263746490476
23.738,12.947847978607735
33.395,26.90286990450891
25.665,26.26139985603317
3.819,13.793027528348524
23.174,22.5750597934482
31.948,32.94092718223537
18.299,30.961184954396835
46.5,32.443302423163715
2.899,24.49842566937617
1.865,20.593477669590214
37.934,33.68436631811397
8.829,16.52864252191404
2.63,12.258865863932225
23.951,26.881899016314033
17.655,13.884524597495835
36.46,21.927574572107147
43.297,36.7379941280266
19.329,27.107054688360545
24.41,31.226541232927985
20.674,27.168995952655337
22.992,15.010428720481679
41.615,31.643460891254364
10.82,12.70498617757644
7.419,14.12632321249011
