y_true,y_pred
25.862,26.61773117210208
51.575,30.857928760774975
40.577,14.140780186795011
9.083,15.609818328034969
6.772,16.376092300527702
9.596,19.8266454868793
19.329,26.33589057795648
37.77,23.431238303747094
10.132,17.25597914740825
47.49,22.226643543344952
34.162,32.20417134282167
45.732,36.32565129086207
10.755,13.183408753372802
12.895,21.587689314513476
11.154,18.089176445095127
51.794,37.168811328546596
5.685,22.30513687647099
41.119,28.218090794487598
2.398,12.778259837170067
2.959,15.257068060147105
33.11,22.929121863181237
3.508,16.43128405107687
42.355,29.883957032460415
24.87,27.444589120246597
22.539,27.830666021535613
12.189,17.251616621633993
4.088,19.924746443175575
43.67,29.229698862991757
53.373,27.96538412612084
37.17,31.586432487586734
11.718,26.646772783385135
3.958,12.887070115034408
46.5,33.64090195892332
13.308,20.530564374403458
36.622,24.68241842700634
31.819,24.46128319590854
41.194,31.62456876639755
48.411,39.804537502897894
36.71,30.535887395299028
35.622,20.690712228467543
18.378,28.415317064331866
15.231,23.324097796206107
50.226,37.88795287268508
32.29,26.070488112304034
3.934,11.577758577467657
10.076,24.2376432492455
36.622,25.086271021651772
12.608,14.348198056642106
14.327,23.11236684030195
17.655,15.058294374703513
43.085,31.65657662061712
7.187,17.747213504070977
32.209,30.59884493115789
46.706,30.80353892335734
3.133,21.12373512305266
7.022,18.933175306813645
28.886,23.675549750205878
16.773,23.132119327150725
29.159,28.53721450104958
18.241,28.17012465499522
30.684,26.836487414761834
18.652,25.654732727354126
38.763,32.7934928876353
12.654,13.433372515849817
46.018,35.74484796980942
9.329,14.128124603240574
15.473,21.436879078571092
4.478,24.987562619198066
18.678,25.68998967400454
23.142,22.863983366338545
20.674,25.024792290051174
12.563,16.80726948643705
34.947,31.683232996492787
43.784,27.786313286636965
31.761,32.077973155121825
42.081,33.52785258595995
5.672,15.208817826979432
26.953,22.310067478935203
30.835,30.704213319351023
37.77,23.092305881140916
2.63,11.660038238794234
26.717,26.619868043313772
26.413,20.620870909217484
30.103,25.71340548774292
3.516,10.68299695542297
29.707,28.66109529859861
9.514,15.370717520695312
37.715,31.67031058513127
24.414,14.49237985675155
32.973,30.188059185852048
17.125,29.5989675966092
20.318,18.514317991229717
3.39,20.034648795747273
35.661,27.29850202881999
2.312,15.16849353362111
7.575,22.049045120675217
29.145,28.564048776714642
8.204,26.659336585873103
34.143,31.870067219340726
13.875,20.018248668550562
27.011,23.6222885754987
3.133,21.305728027331767
45.478,30.185636017716934
32.92,29.46479033732994
6.993,11.453698215007584
